iter	Passed	Remaining
2554	171288	499116
2555	171339	499003
2556	171387	498880
2557	171446	498791
2558	171491	498657
2559	171544	498551
2560	171587	498413
2561	171642	498312
2562	171686	498179
2563	171741	498078
2564	171787	497948
2565	171843	497851
2566	171891	497730
2567	172033	497877
2568	172101	497814
2569	172161	497727
2570	172206	497597
2571	172257	497484
2572	172305	497362
2573	172358	497255
2574	172406	497132
2575	172455	497015
2576	172510	496912
2577	172558	496790
2578	172615	496695
2579	172661	496570
2580	172720	496480
2581	172768	496357
2582	172826	496265
2583	172876	496149
2584	172935	496060
2585	172981	495933
2586	173036	495834
2587	173186	496003
2588	173258	495951
2589	173309	495838
2590	173365	495741
2591	173414	495622
2592	173470	495526
2593	173524	495422
2594	173580	495324
2595	173628	495202
2596	173688	495114
2597	173735	494991
2598	173792	494896
2599	173840	494775
2600	173896	494680
2601	173944	494558
2602	174000	494461
2603	174046	494333
2604	174105	494245
2605	174156	494133
2606	174245	494129
2607	174420	494369
2608	174482	494289
2609	174531	494170
2610	174589	494078
2611	174640	493969
2612	174695	493866
2613	174744	493749
2614	174798	493647
2615	174882	493629
2616	174954	493577
2617	175013	493487
2618	175073	493399
2619	175119	493276
2620	175177	493184
2621	175223	493058
2622	175272	492941
2623	175319	492819
2624	175373	492716
2625	175476	492750
2626	175603	492853
2627	175676	492802
2628	175765	492798
2629	175842	492759
2630	175927	492743
2631	176005	492709
2632	176103	492728
2633	176173	492671
2634	176236	492591
2635	176283	492471
2636	176339	492372
2637	176428	492367
2638	176501	492317
2639	176560	492228
2640	176712	492398
2641	176778	492330
2642	176841	492251
2643	176888	492129
2644	176949	492046
2645	176990	491909
2646	177051	491825
2647	177098	491702
2648	177156	491610
2649	177211	491512
2650	177261	491397
2651	177314	491291
2652	177361	491171
2653	177411	491055
2654	177456	490930
2655	177513	490836
2656	177556	490703
2657	177613	490608
2658	177664	490497
2659	177727	490420
2660	177862	490541
2661	177926	490468
2662	177983	490374
2663	178041	490283
2664	178094	490176
2665	178150	490080
2666	178199	489964
2667	178248	489850
2668	178295	489729
2669	178349	489625
2670	178395	489503
2671	178445	489390
2672	178495	489275
2673	178552	489184
2674	178599	489063
2675	178658	488974
2676	178710	488865
2677	178762	488761
2678	178803	488623
2679	178860	488528
2680	179047	488790
2681	179131	488771
2682	179184	488666
2683	179243	488579
2684	179292	488462
2685	179346	488363
2686	179391	488236
2687	179448	488141
2688	179495	488022
2689	179550	487923
2690	179602	487816
2691	179653	487707
2692	179702	487591
2693	179751	487477
2694	179796	487351
2695	179849	487246
2696	179894	487123
2697	179947	487018
2698	179995	486902
2699	180051	486806
2700	180161	486856
2701	180272	486909
2702	180325	486806
2703	180383	486715
2704	180431	486598
2705	180498	486531
2706	180555	486438
2707	180617	486359
2708	180672	486262
2709	180732	486176
2710	180784	486072
2711	180843	485983
2712	180892	485870
2713	180949	485776
2714	180999	485665
2715	181062	485589
2716	181120	485500
2717	181215	485507
2718	181364	485662
2719	181570	485967
2720	181647	485930
2721	181720	485879
2722	181765	485752
2723	181812	485633
2724	181860	485517
2725	181915	485420
2726	181956	485284
2727	182008	485178
2728	182056	485061
2729	182118	484981
2730	182165	484863
2731	182220	484766
2732	182265	484641
2733	182325	484555
2734	182369	484428
2735	182427	484339
2736	182472	484216
2737	182529	484123
2738	182580	484016
2739	182734	484179
2740	182799	484109
2741	182856	484017
2742	182905	483901
2743	182960	483806
2744	183046	483788
2745	183124	483753
2746	183180	483656
2747	183242	483578
2748	183289	483460
2749	183347	483370
2750	183393	483249
2751	183445	483144
2752	183492	483026
2753	183544	482920
2754	183594	482809
2755	183653	482723
2756	183700	482604
2757	183875	482822
2758	183989	482879
2759	184049	482797
2760	184123	482748
2761	184183	482664
2762	184246	482589
2763	184298	482482
2764	184353	482386
2765	184403	482275
2766	184455	482171
2767	184497	482039
2768	184546	481927
2769	184594	481812
2770	184649	481715
2771	184696	481596
2772	184740	481471
2773	184799	481384
2774	184848	481272
2775	184903	481174
2776	184952	481063
2777	185094	481192
2778	185185	481188
2779	185253	481124
2780	185307	481026
2781	185365	480937
2782	185410	480815
2783	185466	480720
2784	185517	480613
2785	185574	480521
2786	185621	480404
2787	185682	480323
2788	185727	480200
2789	185794	480136
2790	185855	480054
2791	185904	479942
2792	185964	479858
2793	186011	479743
2794	186065	479642
2795	186115	479534
2796	186262	479673
2797	186345	479648
2798	186404	479564
2799	186451	479447
2800	186509	479357
2801	186551	479229
2802	186634	479204
2803	186696	479125
2804	186791	479132
2805	186868	479092
2806	186955	479076
2807	187035	479044
2808	187118	479020
2809	187186	478958
2810	187245	478871
2811	187294	478759
2812	187435	478883
2813	187501	478814
2814	187569	478752
2815	187633	478677
2816	187704	478622
2817	187760	478529
2818	187816	478436
2819	187864	478322
2820	187913	478209
2821	187960	478093
2822	188014	477993
2823	188065	477889
2824	188122	477796
2825	188167	477676
2826	188222	477580
2827	188271	477468
2828	188325	477371
2829	188370	477249
2830	188428	477161
2831	188599	477358
2832	188708	477400
2833	188760	477295
2834	188814	477197
2835	188863	477086
2836	188921	476998
2837	188970	476886
2838	189030	476804
2839	189081	476697
2840	189139	476611
2841	189190	476505
2842	189243	476404
2843	189293	476295
2844	189345	476192
2845	189388	476067
2846	189446	475977
2847	189486	475845
2848	189542	475751
2849	189587	475631
2850	189644	475542
2851	189768	475618
2852	189870	475641
2853	189924	475544
2854	189977	475442
2855	190026	475331
2856	190074	475218
2857	190128	475122
2858	190181	475020
2859	190233	474918
2860	190280	474803
2861	190335	474708
2862	190378	474583
2863	190430	474479
2864	190473	474356
2865	190527	474257
2866	190577	474150
2867	190632	474054
2868	190688	473963
2869	190743	473868
2870	190789	473750
2871	190881	473746
2872	191003	473818
2873	191074	473764
2874	191129	473668
2875	191186	473580
2876	191236	473471
2877	191291	473375
2878	191337	473258
2879	191395	473171
2880	191439	473050
2881	191493	472953
2882	191548	472857
2883	191614	472790
2884	191661	472676
2885	191720	472591
2886	191772	472489
2887	191831	472404
2888	191888	472314
2889	191945	472226
2890	192000	472132
2891	192168	472315
2892	192338	472502
2893	192440	472522
2894	192524	472500
2895	192649	472577
2896	192741	472571
2897	192838	472580
2898	192922	472557
2899	193012	472547
2900	193072	472465
2901	193138	472397
2902	193196	472310
2903	193262	472240
2904	193485	472556
2905	193570	472536
2906	193625	472441
2907	193681	472348
2908	193729	472237
2909	193786	472145
2910	193953	472323
2911	194058	472351
2912	194130	472296
2913	194226	472303
2914	194311	472281
2915	194373	472202
2916	194422	472092
2917	194548	472168
2918	194696	472300
2919	194771	472254
2920	194826	472158
2921	194883	472069
2922	194943	471986
2923	195008	471915
2924	195085	471874
2925	195146	471792
2926	195219	471742
2927	195293	471691
2928	195351	471605
2929	195410	471519
2930	195474	471446
2931	195539	471376
2932	195590	471270
2933	195661	471213
2934	195784	471283
2935	195908	471354
2936	196014	471382
2937	196106	471375
2938	196217	471415
2939	196286	471355
2940	196346	471270
2941	196420	471222
2942	196488	471157
2943	196547	471073
2944	196595	470960
2945	196656	470881
2946	196709	470780
2947	196774	470709
2948	196819	470591
2949	196876	470501
2950	197070	470738
2951	197178	470769
2952	197225	470655
2953	197280	470560
2954	197322	470434
2955	197395	470382
2956	197441	470267
2957	197504	470192
2958	197554	470085
2959	197614	470002
2960	197709	470001
2961	197801	469995
2962	197872	469937
2963	197948	469892
2964	198018	469834
2965	198101	469805
2966	198267	469973
2967	198383	470025
2968	198471	470008
2969	198535	469934
2970	198596	469853
2971	198664	469790
2972	198731	469722
2973	198817	469700
2974	198903	469680
2975	198975	469625
2976	199036	469544
2977	199095	469459
2978	199141	469343
2979	199199	469255
2980	199247	469144
2981	199301	469047
2982	199388	469028
2983	199535	469148
2984	199602	469083
2985	199677	469034
2986	199733	468942
2987	199785	468841
2988	199843	468753
2989	199896	468654
2990	199960	468580
2991	200024	468506
2992	200078	468409
2993	200159	468374
2994	200246	468357
2995	200318	468301
2996	200370	468199
2997	200454	468172
2998	200513	468088
2999	200688	468272
3000	200752	468199
3001	200813	468118
3002	200868	468023
3003	200954	468002
3004	201013	467916
3005	201097	467889
3006	201164	467822
3007	201242	467780
3008	201296	467684
3009	201356	467602
3010	201413	467511
3011	201479	467443
3012	201541	467364
3013	201599	467278
3014	201649	467171
3015	201868	467457
3016	201936	467393
3017	201999	467316
3018	202054	467221
3019	202126	467167
3020	202182	467073
3021	202246	467001
3022	202318	466944
3023	202384	466875
3024	202465	466841
3025	202524	466757
3026	202578	466659
3027	202622	466539
3028	202679	466449
3029	202740	466369
3030	202798	466283
3031	202852	466186
3032	202975	466247
3033	203093	466299
3034	203166	466246
3035	203235	466183
3036	203316	466149
3037	203398	466115
3038	203489	466104
3039	203579	466089
3040	203675	466088
3041	203756	466054
3042	203832	466007
3043	203898	465939
3044	203964	465870
3045	204055	465858
3046	204263	466112
3047	204330	466044
3048	204400	465984
3049	204440	465855
3050	204508	465790
3051	204556	465680
3052	204618	465603
3053	204667	465495
3054	204744	465450
3055	204789	465332
3056	204865	465286
3057	204923	465198
3058	204979	465108
3059	205066	465086
3060	205152	465060
3061	205214	464982
3062	205279	464910
3063	205505	465203
3064	205578	465151
3065	205630	465050
3066	205686	464957
3067	205730	464837
3068	205796	464769
3069	205848	464667
3070	205932	464639
3071	206038	464660
3072	206137	464665
3073	206200	464587
3074	206271	464530
3075	206323	464428
3076	206395	464373
3077	206448	464273
3078	206516	464210
3079	206685	464372
3080	206752	464303
3081	206800	464194
3082	206859	464109
3083	206902	463988
3084	206974	463932
3085	207025	463827
3086	207091	463759
3087	207146	463664
3088	207218	463608
3089	207286	463543
3090	207403	463587
3091	207454	463485
3092	207507	463385
3093	207568	463306
3094	207634	463236
3095	207814	463422
3096	207890	463374
3097	207943	463275
3098	208007	463201
3099	208068	463119
3100	208149	463083
3101	208208	462999
3102	208269	462917
3103	208332	462842
3104	208408	462793
3105	208462	462698
3106	208533	462638
3107	208584	462536
3108	208638	462441
3109	208697	462354
3110	208794	462355
3111	208947	462477
3112	209240	462909
3113	209315	462859
3114	209367	462758
3115	209427	462676
3116	209479	462574
3117	209551	462518
3118	209608	462428
3119	209654	462315
3120	209730	462267
3121	209790	462184
3122	209860	462123
3123	209914	462027
3124	209985	461967
3125	210032	461855
3126	210089	461766
3127	210150	461687
3128	210223	461631
3129	210394	461791
3130	210473	461751
3131	210527	461655
3132	210595	461588
3133	210648	461490
3134	210706	461404
3135	210752	461290
3136	210807	461196
3137	210853	461081
3138	210914	461001
3139	210975	460920
3140	211041	460852
3141	211091	460747
3142	211146	460652
3143	211212	460583
3144	211292	460543
3145	211335	460423
3146	211390	460329
3147	211568	460504
3148	211642	460451
3149	211718	460403
3150	211768	460299
3151	211823	460206
3152	211881	460118
3153	211965	460087
3154	212014	459981
3155	212073	459895
3156	212127	459799
3157	212198	459741
3158	212254	459649
3159	212312	459562
3160	212364	459462
3161	212429	459390
3162	212485	459298
3163	212552	459231
3164	212715	459372
3165	212806	459355
3166	212863	459265
3167	212943	459227
3168	213004	459145
3169	213060	459055
3170	213123	458979
3171	213182	458893
3172	213240	458807
3173	213306	458735
3174	213371	458664
3175	213431	458582
3176	213493	458502
3177	213557	458429
3178	213601	458311
3179	213672	458253
3180	213726	458159
3181	213929	458382
3182	214025	458377
3183	214088	458300
3184	214142	458204
3185	214222	458163
3186	214298	458115
3187	214381	458082
3188	214447	458013
3189	214558	458039
3190	214634	457989
3191	214728	457979
3192	214803	457928
3193	214877	457875
3194	214931	457780
3195	214997	457710
3196	215228	457990
3197	215328	457992
3198	215387	457908
3199	215443	457816
3200	215485	457695
3201	215544	457610
3202	215598	457515
3203	215651	457418
3204	215706	457325
3205	215787	457286
3206	215853	457216
3207	215923	457154
3208	215975	457056
3209	216029	456959
3210	216071	456838
3211	216128	456749
3212	216174	456637
3213	216230	456546
3214	216305	456495
3215	216448	456586
3216	216515	456519
3217	216566	456418
3218	216620	456323
3219	216681	456242
3220	216744	456166
3221	216804	456083
3222	216859	455989
3223	216928	455927
3224	216987	455842
3225	217079	455826
3226	217134	455734
3227	217195	455652
3228	217240	455539
3229	217302	455461
3230	217352	455357
3231	217410	455270
3232	217567	455391
3233	217706	455473
3234	217767	455393
3235	217826	455308
3236	217870	455192
3237	217926	455100
3238	217969	454984
3239	218022	454887
3240	218070	454778
3241	218136	454707
3242	218191	454615
3243	218262	454557
3244	218319	454467
3245	218379	454384
3246	218430	454284
3247	218492	454205
3248	218541	454100
3249	218604	454023
3250	218660	453933
3251	218792	454000
3252	218919	454056
3253	218985	453987
3254	219031	453876
3255	219075	453760
3256	219136	453681
3257	219184	453573
3258	219251	453505
3259	219303	453406
3260	219361	453320
3261	219419	453234
3262	219490	453175
3263	219548	453087
3264	219609	453006
3265	219675	452936
3266	219754	452895
3267	219821	452827
3268	219897	452776
3269	220015	452814
3270	220197	452982
3271	220302	452993
3272	220377	452941
3273	220421	452827
3274	220475	452732
3275	220522	452623
3276	220580	452536
3277	220644	452462
3278	220718	452408
3279	220787	452344
3280	220870	452309
3281	220927	452222
3282	220978	452121
3283	221044	452050
3284	221124	452009
3285	221195	451948
3286	221246	451849
3287	221489	452140
3288	221558	452076
3289	221620	451998
3290	221688	451932
3291	221739	451831
3292	221797	451744
3293	221852	451651
3294	221914	451574
3295	221969	451481
3296	222054	451450
3297	222126	451393
3298	222251	451442
3299	222301	451339
3300	222358	451251
3301	222402	451136
3302	222487	451103
3303	222634	451197
3304	222826	451384
3305	222907	451343
3306	222976	451279
3307	223035	451194
3308	223086	451093
3309	223150	451020
3310	223213	450944
3311	223275	450865
3312	223350	450812
3313	223420	450751
3314	223500	450709
3315	223558	450622
3316	223624	450552
3317	223674	450449
3318	223745	450389
3319	223869	450436
3320	224039	450574
3321	224106	450506
3322	224176	450444
3323	224226	450340
3324	224288	450262
3325	224334	450153
3326	224400	450081
3327	224461	450002
3328	224518	449914
3329	224567	449808
3330	224617	449707
3331	224666	449603
3332	224731	449530
3333	224785	449437
3334	224850	449364
3335	224903	449266
3336	224966	449192
3337	225018	449093
3338	225263	449379
3339	225408	449467
3340	225513	449473
3341	225596	449438
3342	225667	449377
3343	225735	449310
3344	225791	449220
3345	225869	449174
3346	225922	449078
3347	225976	448983
3348	226033	448895
3349	226084	448795
3350	226147	448718
3351	226199	448620
3352	226252	448523
3353	226306	448430
3354	226405	448424
3355	226551	448511
3356	226617	448442
3357	226677	448360
3358	226732	448267
3359	226797	448194
3360	226844	448087
3361	226903	448003
3362	226952	447898
3363	227010	447812
3364	227096	447780
3365	227166	447718
3366	227227	447638
3367	227288	447557
3368	227337	447454
3369	227394	447367
3370	227439	447254
3371	227494	447162
3372	227538	447050
3373	227710	447186
3374	227772	447109
3375	227831	447024
3376	227872	446905
3377	227929	446817
3378	227975	446706
3379	228031	446618
3380	228080	446515
3381	228136	446424
3382	228181	446313
3383	228229	446207
3384	228283	446114
3385	228343	446031
3386	228417	445978
3387	228479	445899
3388	228536	445811
3389	228592	445721
3390	228666	445666
3391	228722	445577
3392	228975	445870
3393	229083	445882
3394	229146	445806
3395	229193	445698
3396	229250	445611
3397	229300	445510
3398	229371	445449
3399	229430	445364
3400	229495	445292
3401	229544	445189
3402	229608	445115
3403	229672	445040
3404	229746	444987
3405	229799	444890
3406	229861	444811
3407	229935	444758
3408	230002	444689
3409	230157	444790
3410	230303	444876
3411	230404	444871
3412	230476	444813
3413	230539	444738
3414	230584	444626
3415	230669	444593
3416	230737	444525
3417	230834	444514
3418	230927	444496
3419	231047	444530
3420	231133	444498
3421	231247	444520
3422	231415	444644
3423	231612	444826
3424	231732	444858
3425	231802	444794
3426	231851	444692
3427	231915	444617
3428	231980	444544
3429	232054	444488
3430	232110	444400
3431	232214	444401
3432	232294	444357
3433	232373	444310
3434	232433	444229
3435	232507	444172
3436	232574	444103
3437	232655	444062
3438	232810	444160
3439	233059	444439
3440	233128	444373
3441	233211	444334
3442	233267	444244
3443	233337	444181
3444	233386	444077
3445	233443	443990
3446	233492	443886
3447	233551	443801
3448	233597	443692
3449	233652	443601
3450	233694	443483
3451	233751	443396
3452	233806	443304
3453	233866	443221
3454	233931	443149
3455	233990	443064
3456	234108	443093
3457	234242	443150
3458	234300	443063
3459	234361	442983
3460	234410	442879
3461	234467	442791
3462	234517	442692
3463	234572	442599
3464	234620	442494
3465	234672	442397
3466	234719	442289
3467	234776	442202
3468	234824	442098
3469	234880	442008
3470	234933	441914
3471	234996	441837
3472	235048	441739
3473	235107	441656
3474	235157	441554
3475	235216	441470
3476	235351	441528
3477	235486	441588
3478	235565	441540
3479	235622	441453
3480	235703	441411
3481	235784	441368
3482	235841	441280
3483	235903	441201
3484	235945	441086
3485	236005	441003
3486	236049	440892
3487	236099	440791
3488	236153	440697
3489	236202	440596
3490	236257	440504
3491	236313	440415
3492	236363	440314
3493	236421	440227
3494	236581	440332
3495	236857	440653
3496	236943	440619
3497	237007	440543
3498	237069	440465
3499	237111	440349
3500	237164	440255
3501	237215	440156
3502	237279	440080
3503	237331	439983
3504	237396	439912
3505	237447	439813
3506	237512	439739
3507	237561	439637
3508	237621	439555
3509	237675	439462
3510	237741	439391
3511	237788	439285
3512	237893	439286
3513	238084	439446
3514	238160	439394
3515	238238	439344
3516	238307	439279
3517	238368	439199
3518	238428	439117
3519	238496	439050
3520	238550	438957
3521	238621	438894
3522	238691	438832
3523	238770	438784
3524	238835	438712
3525	238918	438672
3526	238972	438578
3527	239036	438504
3528	239097	438424
3529	239284	438575
3530	239400	438595
3531	239479	438549
3532	239548	438482
3533	239613	438409
3534	239676	438333
3535	239746	438269
3536	239810	438194
3537	239879	438128
3538	239940	438048
3539	240009	437983
3540	240065	437893
3541	240141	437840
3542	240202	437761
3543	240301	437749
3544	240432	437797
3545	240750	438184
3546	240851	438177
3547	240932	438132
3548	240986	438040
3549	241059	437981
3550	241121	437902
3551	241196	437847
3552	241273	437795
3553	241347	437738
3554	241418	437677
3555	241510	437652
3556	241580	437589
3557	241663	437547
3558	241726	437471
3559	241791	437398
3560	241972	437534
3561	242171	437703
3562	242278	437705
3563	242363	437669
3564	242459	437651
3565	242545	437616
3566	242636	437588
3567	242705	437522
3568	242796	437496
3569	242866	437430
3570	242958	437407
3571	243025	437337
3572	243092	437267
3573	243144	437170
3574	243221	437118
3575	243381	437215
3576	243448	437145
3577	243513	437071
3578	243554	436955
3579	243612	436869
3580	243666	436775
3581	243724	436689
3582	243774	436589
3583	243825	436490
3584	243886	436410
3585	243940	436318
3586	244000	436234
3587	244042	436121
3588	244096	436027
3589	244146	435927
3590	244205	435843
3591	244257	435745
3592	244308	435647
3593	244358	435548
3594	244483	435582
3595	244677	435738
3596	244748	435676
3597	244798	435575
3598	244855	435486
3599	244904	435386
3600	244959	435294
3601	245012	435199
3602	245064	435103
3603	245120	435013
3604	245167	434909
3605	245228	434828
3606	245273	434719
3607	245328	434628
3608	245415	434594
3609	245491	434539
3610	245548	434452
3611	245608	434370
3612	245657	434268
3613	245819	434367
3614	245908	434336
3615	245983	434281
3616	246040	434193
3617	246108	434125
3618	246168	434043
3619	246232	433968
3620	246288	433879
3621	246347	433795
3622	246404	433706
3623	246464	433624
3624	246524	433542
3625	246586	433464
3626	246639	433370
3627	246700	433289
3628	246756	433200
3629	246816	433119
3630	246875	433034
3631	247049	433153
3632	247143	433129
3633	247208	433056
3634	247254	432950
3635	247303	432848
3636	247347	432739
3637	247410	432661
3638	247477	432592
3639	247539	432514
3640	247603	432438
3641	247666	432361
3642	247729	432285
3643	247811	432242
3644	247879	432173
3645	247942	432096
3646	248004	432018
3647	248083	431969
3648	248289	432141
3649	248430	432201
3650	248494	432126
3651	248553	432042
3652	248600	431937
3653	248658	431851
3654	248706	431748
3655	248763	431661
3656	248814	431564
3657	248872	431478
3658	248920	431375
3659	248975	431285
3660	249020	431177
3661	249072	431081
3662	249121	430980
3663	249178	430893
3664	249223	430785
3665	249311	430752
3666	249375	430677
3667	249497	430703
3668	249636	430757
3669	249702	430686
3670	249756	430594
3671	249810	430502
3672	249857	430397
3673	249913	430308
3674	249964	430210
3675	250025	430131
3676	250067	430018
3677	250125	429932
3678	250169	429823
3679	250226	429736
3680	250276	429637
3681	250335	429554
3682	250379	429444
3683	250438	429362
3684	250489	429264
3685	250543	429172
3686	250593	429074
3687	250705	429080
3688	250840	429128
3689	250913	429068
3690	250975	428991
3691	251040	428916
3692	251098	428832
3693	251160	428753
3694	251209	428653
3695	251266	428566
3696	251315	428466
3697	251368	428373
3698	251463	428350
3699	251548	428312
3700	251597	428212
3701	251648	428115
3702	251692	428007
3703	251746	427914
3704	251793	427811
3705	251855	427732
3706	252069	427912
3707	252159	427882
3708	252210	427786
3709	252270	427704
3710	252316	427598
3711	252371	427509
3712	252419	427407
3713	252476	427320
3714	252524	427217
3715	252582	427133
3716	252630	427032
3717	252688	426947
3718	252736	426845
3719	252797	426765
3720	252858	426685
3721	252927	426620
3722	252977	426521
3723	253038	426441
3724	253089	426344
3725	253271	426469
3726	253413	426526
3727	253507	426501
3728	253581	426444
3729	253646	426371
3730	253706	426289
3731	253776	426224
3732	253830	426133
3733	253887	426047
3734	253937	425949
3735	253991	425857
3736	254041	425758
3737	254099	425675
3738	254146	425571
3739	254186	425457
3740	254244	425371
3741	254291	425269
3742	254343	425174
3743	254443	425159
3744	254582	425210
3745	254650	425141
3746	254710	425061
3747	254750	424946
3748	254809	424863
3749	254862	424770
3750	254920	424686
3751	254969	424586
3752	255028	424503
3753	255077	424403
3754	255134	424317
3755	255184	424219
3756	255235	424124
3757	255284	424025
3758	255340	423937
3759	255392	423843
3760	255446	423752
3761	255496	423654
3762	255546	423556
3763	255712	423651
3764	255850	423699
3765	255918	423631
3766	255987	423565
3767	256045	423481
3768	256115	423416
3769	256164	423316
3770	256219	423227
3771	256269	423129
3772	256327	423046
3773	256372	422940
3774	256428	422853
3775	256477	422752
3776	256532	422664
3777	256581	422564
3778	256637	422476
3779	256689	422382
3780	256746	422297
3781	256795	422197
3782	256904	422198
3783	257047	422253
3784	257110	422177
3785	257162	422083
3786	257218	421995
3787	257268	421897
3788	257325	421812
3789	257405	421764
3790	257486	421717
3791	257540	421627
3792	257596	421539
3793	257644	421440
3794	257702	421354
3795	257749	421252
3796	257804	421164
3797	257857	421072
3798	257912	420983
3799	257958	420879
3800	258006	420779
3801	258107	420764
3802	258252	420822
3803	258344	420794
3804	258416	420732
3805	258479	420656
3806	258553	420599
3807	258623	420535
3808	258683	420454
3809	258740	420368
3810	258802	420290
3811	258870	420223
3812	258945	420166
3813	259018	420107
3814	259075	420022
3815	259146	419959
3816	259199	419867
3817	259262	419791
3818	259460	419932
3819	259582	419953
3820	259643	419874
3821	259710	419804
3822	259767	419719
3823	259835	419650
3824	259883	419551
3825	259942	419468
3826	259990	419368
3827	260043	419275
3828	260094	419180
3829	260149	419091
3830	260198	418993
3831	260251	418901
3832	260302	418805
3833	260358	418719
3834	260404	418616
3835	260454	418519
3836	260527	418460
3837	260711	418578
3838	260820	418577
3839	260890	418511
3840	260940	418414
3841	260996	418327
3842	261042	418225
3843	261098	418138
3844	261144	418034
3845	261205	417955
3846	261250	417851
3847	261307	417765
3848	261357	417669
3849	261415	417585
3850	261465	417489
3851	261524	417406
3852	261573	417308
3853	261626	417217
3854	261674	417118
3855	261726	417024
3856	261775	416927
3857	261996	417103
3858	262106	417101
3859	262166	417021
3860	262215	416923
3861	262275	416842
3862	262323	416743
3863	262381	416659
3864	262429	416560
3865	262474	416455
3866	262524	416359
3867	262572	416259
3868	262633	416181
3869	262686	416089
3870	262743	416004
3871	262794	415909
3872	262854	415829
3873	262897	415722
3874	262953	415636
3875	263005	415543
3876	263070	415470
3877	263230	415548
3878	263335	415538
3879	263401	415468
3880	263455	415379
3881	263505	415282
3882	263565	415201
3883	263606	415091
3884	263675	415025
3885	263732	414940
3886	263806	414882
3887	263869	414807
3888	263939	414742
3889	263999	414662
3890	264070	414600
3891	264134	414525
3892	264199	414453
3893	264253	414363
3894	264399	414418
3895	264586	414536
3896	264670	414494
3897	264730	414413
3898	264799	414347
3899	264863	414273
3900	264927	414199
3901	264974	414098
3902	265029	414010
3903	265080	413916
3904	265130	413821
3905	265189	413738
3906	265238	413641
3907	265288	413545
3908	265337	413449
3909	265394	413364
3910	265445	413269
3911	265496	413176
3912	265544	413076
3913	265703	413151
3914	265864	413226
3915	265939	413170
3916	265994	413082
3917	266063	413016
3918	266115	412923
3919	266172	412839
3920	266220	412739
3921	266271	412646
3922	266315	412540
3923	266373	412457
3924	266446	412397
3925	266522	412342
3926	266583	412264
3927	266644	412185
3928	266694	412089
3929	266746	411998
3930	266794	411899
3931	266849	411811
3932	266962	411812
3933	267100	411853
3934	267158	411770
3935	267218	411689
3936	267268	411594
3937	267324	411508
3938	267373	411412
3939	267433	411331
3940	267475	411224
3941	267526	411129
3942	267575	411034
3943	267635	410952
3944	267685	410857
3945	267740	410770
3946	267791	410676
3947	267848	410592
3948	267931	410547
3949	268008	410494
3950	268059	410399
3951	268196	410438
3952	268304	410431
3953	268377	410371
3954	268436	410290
3955	268500	410216
3956	268563	410141
3957	268631	410073
3958	268674	409967
3959	268728	409878
3960	268781	409788
3961	268831	409693
3962	268889	409610
3963	268931	409503
3964	268987	409417
3965	269044	409333
3966	269115	409269
3967	269175	409190
3968	269239	409116
3969	269422	409223
3970	269590	409307
3971	269671	409260
3972	269746	409202
3973	269820	409144
3974	269905	409101
3975	269972	409033
3976	270047	408974
3977	270108	408897
3978	270165	408812
3979	270217	408720
3980	270261	408616
3981	270315	408527
3982	270365	408433
3983	270423	408350
3984	270475	408258
3985	270534	408177
3986	270579	408074
3987	270712	408105
3988	270843	408132
3989	270910	408063
3990	270954	407959
3991	271009	407871
3992	271065	407786
3993	271115	407690
3994	271169	407603
3995	271220	407509
3996	271277	407425
3997	271328	407331
3998	271392	407259
3999	271479	407219
4000	271555	407163
4001	271613	407080
4002	271676	407005
4003	271724	406907
4004	271776	406816
4005	271830	406727
4006	272061	406904
4007	272150	406867
4008	272212	406790
4009	272273	406712
4010	272343	406647
4011	272402	406567
4012	272462	406486
4013	272508	406386
4014	272566	406303
4015	272616	406209
4016	272673	406125
4017	272724	406031
4018	272784	405953
4019	272833	405857
4020	272877	405753
4021	272930	405664
4022	272978	405566
4023	273035	405482
4024	273077	405375
4025	273206	405398
4026	273332	405417
4027	273397	405345
4028	273461	405271
4029	273519	405189
4030	273576	405104
4031	273662	405063
4032	273732	404999
4033	273871	405036
4034	273976	405023
4035	274044	404955
4036	274097	404865
4037	274203	404854
4038	274311	404845
4039	274492	404944
4040	274641	404995
4041	274723	404948
4042	274779	404863
4043	274832	404773
4044	274877	404671
4045	274944	404601
4046	275003	404520
4047	275065	404444
4048	275123	404361
4049	275207	404317
4050	275275	404249
4051	275356	404200
4052	275413	404115
4053	275486	404056
4054	275550	403981
4055	275605	403895
4056	275798	404009
4057	275921	404022
4058	275987	403952
4059	276057	403887
4060	276119	403809
4061	276182	403734
4062	276226	403631
4063	276328	403613
4064	276396	403545
4065	276463	403475
4066	276511	403379
4067	276569	403296
4068	276620	403204
4069	276677	403119
4070	276724	403021
4071	276797	402959
4072	276860	402885
4073	276975	402885
4074	277135	402951
4075	277238	402934
4076	277294	402848
4077	277351	402764
4078	277400	402669
4079	277458	402586
4080	277504	402487
4081	277560	402402
4082	277613	402311
4083	277671	402228
4084	277719	402133
4085	277779	402052
4086	277829	401958
4087	277885	401873
4088	277935	401779
4089	277993	401697
4090	278041	401600
4091	278100	401519
4092	278148	401423
4093	278268	401430
4094	278481	401570
4095	278551	401505
4096	278605	401417
4097	278661	401332
4098	278709	401235
4099	278767	401153
4100	278819	401061
4101	278867	400966
4102	278914	400867
4103	278971	400783
4104	279016	400681
4105	279074	400600
4106	279124	400506
4107	279182	400424
