iter	Passed	Remaining
398	27977	673202
399	28055	673333
400	28113	672962
401	28236	674173
402	28325	674544
403	28403	674661
404	28463	674333
405	28526	674108
406	28598	674074
407	28659	673773
408	28705	673135
409	28765	672843
410	28835	672750
411	28895	672458
412	28948	671973
413	29026	672106
414	29085	671761
415	29152	671638
416	29206	671190
417	29266	670899
418	29316	670371
419	29373	669998
420	29422	669445
421	29474	668971
422	29521	668389
423	29575	667951
424	29625	667437
425	29681	667065
426	29732	666582
427	29791	666262
428	29838	665687
429	29904	665544
430	29952	665009
431	30029	665093
432	30099	665040
433	30169	664989
434	30241	664969
435	30301	664692
436	30352	664205
437	30412	663944
438	30460	663401
439	30549	663749
440	30617	663666
441	30702	663922
442	30783	664113
443	30880	664618
444	30957	664720
445	31031	664749
446	31085	664332
447	31230	665874
448	31299	665800
449	31368	665705
450	31442	665725
451	31507	665568
452	31581	665586
453	31647	665432
454	31718	665396
455	31776	665080
456	31826	664603
457	31907	664762
458	31973	664613
459	32040	664484
460	32097	664150
461	32177	664310
462	32257	664446
463	32323	664297
464	32396	664298
465	32450	663913
466	32520	663848
467	32580	663577
468	32653	663586
469	32726	663580
470	32772	663036
471	32832	662779
472	32884	662346
473	32950	662200
474	33016	662074
475	33102	662320
476	33153	661890
477	33219	661758
478	33293	661776
479	33350	661451
480	33400	660990
481	33482	661177
482	33556	661198
483	33624	661102
484	33673	660628
485	33742	660553
486	33802	660298
487	33861	660015
488	33931	659970
489	33996	659800
490	34069	659809
491	34142	659803
492	34205	659617
493	34263	659333
494	34327	659166
495	34411	659364
496	34482	659338
497	34566	659531
498	34622	659219
499	34689	659092
500	34761	659078
501	34830	658997
502	34896	658863
503	34967	658837
504	35035	658740
505	35099	658571
506	35159	658321
507	35217	658034
508	35275	657759
509	35353	657851
510	35427	657864
511	35493	657743
512	35572	657853
513	35632	657604
514	35696	657430
515	35770	657460
516	35840	657408
517	35893	657023
518	35964	656985
519	36027	656806
520	36127	657300
521	36198	657259
522	36286	657525
523	36380	657898
524	36488	658533
525	36574	658765
526	36652	658846
527	36729	658900
528	36795	658776
529	36855	658533
530	36911	658222
531	36959	657766
532	37025	657643
533	37086	657422
534	37160	657431
535	37221	657213
536	37290	657127
537	37341	656736
538	37417	656792
539	37469	656413
540	37555	656634
541	37610	656308
542	37674	656151
543	37732	655878
544	37798	655756
545	37849	655369
546	37913	655198
547	37976	655018
548	38048	654998
549	38096	654567
550	38157	654347
551	38218	654151
552	38283	654002
553	38353	653951
554	38417	653787
555	38473	653495
556	38572	653935
557	38644	653905
558	38714	653846
559	38785	653817
560	38867	653957
561	38931	653803
562	38993	653614
563	39049	653314
564	39110	653115
565	39185	653130
566	39243	652875
567	39290	652439
568	39349	652208
569	39395	651752
570	39461	651639
571	39519	651382
572	39585	651259
573	39664	651346
574	39743	651443
575	39808	651317
576	39888	651427
577	39943	651124
578	40015	651103
579	40079	650949
580	40152	650946
581	40212	650718
582	40272	650512
583	40369	650890
584	40445	650938
585	40498	650596
586	40560	650420
587	40620	650209
588	40699	650291
589	40756	650025
590	40819	649869
591	40866	649440
592	40930	649304
593	41008	649374
594	41132	650176
595	41192	649962
596	41265	649952
597	41317	649603
598	41383	649487
599	41423	648975
600	41481	648729
601	41537	648448
602	41612	648475
603	41741	649337
604	41845	649808
605	41923	649887
606	42007	650045
607	42090	650181
608	42179	650415
609	42243	650278
610	42308	650137
611	42355	649732
612	42413	649491
613	42464	649140
614	42521	648890
615	42574	648574
616	42647	648554
617	42695	648166
618	42781	648361
619	42834	648037
620	42893	647825
621	42962	647756
622	43022	647545
623	43087	647415
624	43170	647553
625	43242	647538
626	43329	647725
627	43393	647584
628	43462	647513
629	43538	647542
630	43610	647519
631	43669	647300
632	43746	647345
633	43849	647778
634	44060	649805
635	44129	649733
636	44218	649949
637	44284	649827
638	44343	649601
639	44398	649329
640	44501	649747
641	44599	650092
642	44670	650056
643	44718	649667
644	44775	649421
645	44827	649089
646	44883	648828
647	44926	648386
648	44983	648140
649	45046	647975
650	45121	647988
651	45180	647772
652	45245	647646
653	45307	647461
654	45368	647281
655	45409	646809
656	45479	646747
657	45539	646549
658	45605	646432
659	45664	646224
660	45726	646057
661	45774	645676
662	45834	645491
663	45883	645136
664	45951	645048
665	46002	644730
666	46058	644474
667	46134	644502
668	46190	644255
669	46241	643924
670	46295	643646
671	46341	643269
672	46397	643015
673	46467	642966
674	46568	643336
675	46651	643460
676	46724	643449
677	46798	643448
678	46884	643605
679	46953	643537
680	47021	643461
681	47086	643335
682	47280	644961
683	47460	646399
684	47569	646875
685	47646	646914
686	47751	647318
687	47845	647577
688	47994	648591
689	48072	648628
690	48148	648649
691	48222	648630
692	48293	648587
693	48381	648758
694	48461	648832
695	48523	648651
696	48586	648491
697	48641	648232
698	48710	648152
699	48783	648123
700	48866	648233
701	48912	647841
702	48970	647628
703	49047	647654
704	49116	647573
705	49169	647282
706	49232	647126
707	49297	646994
708	49364	646891
709	49448	647009
710	49568	647603
711	49641	647574
712	49724	647674
713	49782	647449
714	49861	647498
715	49930	647423
716	50000	647357
717	50056	647113
718	50140	647226
719	50211	647174
720	50291	647233
721	50355	647092
722	50429	647071
723	50519	647269
724	50589	647193
725	50643	646928
726	50706	646771
727	50758	646470
728	50809	646166
729	50867	645949
730	50921	645681
731	50981	645483
732	51048	645383
733	51108	645190
734	51175	645084
735	51223	644750
736	51282	644541
737	51329	644193
738	51399	644126
739	51461	643966
740	51513	643671
741	51583	643609
742	51639	643368
743	51702	643223
744	51759	643003
745	51823	642864
746	51870	642508
747	51944	642494
748	52001	642271
749	52065	642147
750	52116	641846
751	52174	641638
752	52225	641345
753	52285	641153
754	52329	640776
755	52387	640573
756	52439	640285
757	52498	640093
758	52546	639769
759	52647	640088
760	52702	639844
761	52756	639585
762	52809	639316
763	52868	639123
764	52918	638823
765	52987	638758
766	53045	638554
767	53141	638805
768	53223	638894
769	53330	639276
770	53421	639460
771	53530	639869
772	53620	640042
773	53727	640422
774	53785	640221
775	53849	640092
776	53906	639875
777	53952	639521
778	54021	639454
779	54079	639244
780	54144	639127
781	54206	638967
782	54268	638820
783	54330	638664
784	54409	638705
785	54476	638605
786	54551	638610
787	54616	638483
788	54673	638278
789	54725	638006
790	54808	638090
791	54866	637891
792	54935	637825
793	54987	637552
794	55045	637355
795	55099	637107
796	55162	636968
797	55215	636710
798	55271	636484
799	55325	636242
800	55391	636143
801	55466	636133
802	55532	636024
803	55588	635814
804	55669	635880
805	55727	635677
806	55823	635921
807	55873	635634
808	55938	635511
809	55993	635285
810	56059	635180
811	56117	634987
812	56180	634849
813	56223	634479
814	56276	634231
815	56327	633957
816	56382	633739
817	56436	633491
818	56493	633290
819	56538	632959
820	56595	632751
821	56639	632403
822	56694	632181
823	56742	631884
824	56807	631764
825	56890	631851
826	56950	631685
827	57008	631501
828	57073	631384
829	57120	631080
830	57179	630901
831	57222	630552
832	57289	630455
833	57349	630298
834	57406	630091
835	57452	629776
836	57515	629645
837	57570	629425
838	57638	629356
839	57693	629134
840	57766	629112
841	57817	628849
842	57877	628687
843	57963	628803
844	58024	628652
845	58073	628375
846	58139	628274
847	58206	628190
848	58259	627958
849	58325	627856
850	58370	627539
851	58427	627345
852	58484	627147
853	58550	627053
854	58595	626727
855	58676	626800
856	58737	626647
857	58814	626673
858	58882	626597
859	58965	626679
860	59158	627935
861	59225	627843
862	59282	627648
863	59344	627516
864	59399	627296
865	59454	627090
866	59508	626864
867	59572	626742
868	59619	626454
869	59689	626395
870	59739	626136
871	59791	625886
872	59854	625764
873	59914	625603
874	59970	625401
875	60036	625315
876	60082	625012
877	60152	624956
878	60239	625074
879	60308	625015
880	60364	624817
881	60431	624735
882	60486	624528
883	60558	624493
884	60629	624453
885	60694	624345
886	60757	624218
887	60815	624046
888	60866	623795
889	60941	623796
890	60986	623488
891	61056	623429
892	61101	623124
893	61172	623086
894	61256	623175
895	61325	623106
896	61375	622850
897	61436	622713
898	61498	622576
899	61565	622499
900	61623	622318
901	61689	622228
902	61746	622041
903	61812	621950
904	61871	621788
905	61939	621718
906	61998	621559
907	62065	621472
908	62121	621279
909	62194	621265
910	62243	620996
911	62342	621238
912	62407	621138
913	62474	621058
914	62546	621026
915	62609	620902
916	62659	620645
917	62708	620390
918	62770	620258
919	62820	620014
920	62892	619974
921	62937	619685
922	63012	619680
923	63059	619400
924	63126	619318
925	63199	619298
926	63270	619260
927	63326	619067
928	63432	619366
929	63478	619087
930	63525	618812
931	63581	618624
932	63622	618287
933	63680	618119
934	63733	617908
935	63801	617834
936	63876	617835
937	63927	617597
938	63981	617393
939	64032	617160
940	64109	617177
941	64185	617185
942	64282	617394
943	64350	617329
944	64459	617651
945	64590	618185
946	64653	618061
947	64721	617994
948	64766	617705
949	64835	617647
950	64893	617475
951	64959	617388
952	65014	617198
953	65086	617162
954	65144	616996
955	65202	616830
956	65247	616548
957	65316	616486
958	65376	616340
959	65453	616351
960	65503	616111
961	65597	616290
962	65655	616126
963	65715	615976
964	65764	615730
965	65821	615556
966	65870	615310
967	65922	615094
968	65970	614843
969	66023	614627
970	66069	614357
971	66121	614140
972	66167	613865
973	66228	613736
974	66281	613531
975	66339	613372
976	66392	613162
977	66448	612982
978	66505	612818
979	66563	612653
980	66608	612376
981	66712	612643
982	66779	612563
983	66859	612604
984	66918	612458
985	66984	612372
986	67037	612171
987	67100	612053
988	67153	611853
989	67209	611672
990	67257	611422
991	67317	611284
992	67361	610997
993	67412	610785
994	67460	610533
995	67519	610387
996	67604	610471
997	67661	610306
998	67756	610482
999	67846	610622
1000	67895	610376
1001	67951	610210
1002	67999	609960
1003	68055	609786
1004	68112	609621
1005	68172	609486
1006	68222	609257
1007	68295	609237
1008	68360	609143
1009	68426	609064
1010	68501	609057
1011	68577	609066
1012	68636	608919
1013	68695	608777
1014	68758	608667
1015	68904	609290
1016	68990	609378
1017	69054	609279
1018	69122	609216
1019	69168	608958
1020	69224	608780
1021	69279	608603
1022	69361	608656
1023	69431	608611
1024	69508	608627
1025	69661	609297
1026	69780	609677
1027	69852	609647
1028	70020	610450
1029	70109	610564
1030	70191	610619
1031	70281	610737
1032	70370	610854
1033	70443	610825
1034	70545	611053
1035	70615	611003
1036	70715	611209
1037	70797	611262
1038	70892	611418
1039	70958	611333
1040	71032	611319
1041	71130	611504
1042	71198	611430
1043	71249	611216
1044	71316	611139
1045	71365	610901
1046	71419	610714
1047	71483	610612
1048	71544	610477
1049	71627	610538
1050	71684	610371
1051	71750	610290
1052	71797	610036
1053	71853	609867
1054	71913	609730
1055	71994	609769
1056	72062	609700
1057	72169	609963
1058	72257	610057
1059	72323	609972
1060	72373	609752
1061	72445	609715
1062	72510	609622
1063	72575	609525
1064	72618	609245
1065	72670	609039
1066	72733	608927
1067	72793	608791
1068	72850	608630
1069	72922	608597
1070	72989	608520
1071	73054	608422
1072	73116	608307
1073	73238	608680
1074	73416	609527
1075	73483	609444
1076	73555	609408
1077	73611	609241
1078	73674	609127
1079	73722	608896
1080	73784	608770
1081	73842	608623
1082	73908	608534
1083	73961	608338
1084	74034	608311
1085	74084	608089
1086	74143	607948
1087	74197	607763
1088	74251	607581
1089	74318	607504
1090	74397	607519
1091	74539	608054
1092	74589	607835
1093	74646	607680
1094	74693	607437
1095	74745	607242
1096	74791	606991
1097	74862	606942
1098	74915	606750
1099	74971	606586
1100	75026	606409
1101	75096	606358
1102	75150	606174
1103	75207	606023
1104	75270	605912
1105	75328	605757
1106	75391	605653
1107	75470	605671
1108	75578	605923
1109	75685	606167
1110	75771	606244
1111	75859	606327
1112	75922	606220
1113	75977	606049
1114	76043	605961
1115	76113	605903
1116	76172	605769
1117	76233	605641
1118	76278	605387
1119	76350	605349
1120	76406	605186
1121	76471	605091
1122	76530	604948
1123	76593	604839
1124	76636	604576
1125	76752	604882
1126	76817	604791
1127	76875	604643
1128	76939	604541
1129	77086	605093
1130	77160	605071
1131	77214	604890
1132	77277	604784
1133	77330	604596
1134	77388	604445
1135	77438	604241
1136	77496	604088
1137	77550	603914
1138	77596	603670
1139	77653	603515
1140	77702	603299
1141	77814	603575
1142	77862	603346
1143	77937	603335
1144	78002	603243
1145	78087	603301
1146	78160	603275
1147	78248	603355
1148	78341	603484
1149	78423	603518
1150	78485	603406
1151	78563	603413
1152	78627	603310
1153	78729	603499
1154	78805	603496
1155	78930	603857
1156	78992	603743
1157	79075	603784
1158	79184	604028
1159	79287	604228
1160	79355	604154
1161	79429	604128
1162	79490	604005
1163	79554	603899
1164	79611	603751
1165	79697	603815
1166	79759	603700
1167	79833	603675
1168	79917	603721
1169	80061	604227
1170	80128	604144
1171	80211	604183
1172	80269	604041
1173	80384	604321
1174	80450	604233
1175	80575	604591
1176	80735	605206
1177	80815	605224
1178	80889	605198
1179	80987	605347
1180	81119	605750
1181	81259	606211
1182	81335	606202
1183	81414	606210
1184	81550	606640
1185	81675	606985
1186	81758	607024
1187	81848	607115
1188	81917	607042
1189	82013	607173
1190	82097	607221
1191	82421	609033
1192	82558	609464
1193	82656	609606
1194	82796	610061
1195	82890	610172
1196	82960	610111
1197	83042	610137
1198	83126	610170
1199	83216	610256
1200	83294	610247
1201	83386	610345
1202	83542	610912
1203	83731	611710
1204	83826	611828
1205	83909	611856
1206	83997	611922
1207	84074	611908
1208	84136	611783
1209	84228	611874
1210	84289	611743
1211	84366	611725
1212	84442	611700
1213	84505	611589
1214	84583	611576
1215	84661	611569
1216	84794	611958
1217	84867	611908
1218	84935	611828
1219	84991	611659
1220	85104	611904
1221	85180	611876
1222	85245	611776
1223	85296	611570
1224	85358	611442
1225	85484	611775
1226	85563	611778
1227	85630	611688
1228	85741	611910
1229	86016	613306
1230	86088	613246
1231	86180	613334
1232	86257	613313
1233	86332	613285
1234	86403	613219
1235	86520	613480
1236	86599	613475
1237	86662	613358
1238	86749	613407
1239	86825	613381
1240	86989	613971
1241	87101	614201
1242	87233	614566
1243	87309	614537
1244	87402	614623
1245	87499	614745
1246	87584	614775
1247	87673	614835
1248	87762	614897
1249	87869	615085
1250	87968	615215
1251	88051	615237
1252	88135	615261
1253	88236	615401
1254	88369	615770
1255	88486	616022
1256	88572	616059
1257	88773	616900
1258	88912	617299
1259	89048	617683
1260	89166	617946
1261	89273	618123
1262	89384	618327
1263	89541	618853
1264	89628	618893
1265	89702	618845
1266	89769	618748
1267	89851	618757
1268	89925	618709
1269	89998	618650
1270	90074	618616
1271	90138	618499
1272	90216	618476
1273	90291	618433
1274	90365	618383
1275	90420	618200
1276	90468	617975
1277	90528	617832
1278	90628	617957
1279	90686	617799
1280	90736	617588
1281	90796	617443
1282	90844	617216
1283	90905	617082
1284	90958	616892
1285	91025	616794
1286	91081	616620
1287	91230	617077
1288	91308	617060
1289	91372	616943
1290	91423	616733
1291	91481	616581
1292	91537	616407
1293	91605	616317
1294	91707	616459
1295	91766	616309
1296	91817	616106
1297	91866	615889
1298	91934	615799
1299	92010	615761
1300	92073	615640
1301	92121	615418
1302	92175	615233
1303	92217	614974
1304	92288	614903
1305	92354	614801
1306	92415	614668
1307	92465	614455
1308	92524	614309
1309	92572	614088
1310	92629	613928
1311	92678	613709
1312	92799	613972
1313	92925	614268
1314	93037	614471
1315	93108	614403
1316	93219	614599
1317	93309	614653
1318	93410	614779
1319	93490	614769
1320	93559	614691
1321	93642	614700
1322	93702	614554
1323	93770	614468
1324	93821	614263
1325	93945	614544
1326	94013	614449
1327	94072	614304
1328	94124	614110
1329	94183	613963
1330	94251	613874
1331	94306	613697
1332	94359	613516
1333	94419	613373
1334	94479	613230
1335	94546	613134
1336	94591	612901
1337	94642	612699
1338	94696	612518
1339	94759	612403
1340	94824	612295
1341	94885	612161
1342	94935	611953
1343	95108	612541
1344	95170	612419
1345	95240	612344
1346	95305	612230
1347	95361	612067
1348	95410	611859
1349	95473	611738
1350	95544	611670
1351	95608	611552
1352	95670	611429
1353	95725	611256
1354	95810	611276
1355	95868	611127
1356	95929	610990
1357	96028	611105
1358	96124	611192
1359	96243	611428
1360	96323	611416
1361	96373	611216
1362	96431	611065
1363	96481	610861
1364	96551	610786
1365	96610	610641
1366	96671	610505
1367	96719	610294
1368	96792	610236
1369	96857	610128
1370	96927	610055
1371	96997	609983
1372	97077	609968
1373	97130	609788
1374	97187	609632
1375	97310	609888
1376	97380	609810
1377	97422	609560
1378	97494	609499
1379	97565	609430
1380	97642	609399
1381	97699	609242
1382	97778	609221
1383	97846	609133
1384	97907	609004
1385	97977	608928
1386	98034	608773
1387	98094	608639
1388	98160	608537
1389	98230	608464
1390	98278	608253
1391	98384	608401
1392	98461	608369
1393	98544	608377
1394	98628	608386
1395	98728	608496
1396	98813	608512
1397	98920	608668
1398	99009	608707
1399	99091	608704
1400	99154	608584
1401	99221	608489
1402	99270	608291
1403	99364	608357
1404	99533	608888
1405	99634	609003
1406	99687	608826
1407	99756	608741
1408	99814	608594
1409	99871	608434
1410	99918	608218
1411	99972	608045
1412	100021	607847
1413	100094	607786
1414	100213	608006
1415	100289	607969
1416	100341	607785
1417	100400	607643
1418	100467	607548
1419	100538	607478
1420	100596	607328
1421	100712	607532
1422	100763	607344
1423	100826	607225
1424	100967	607579
1425	101024	607420
1426	101072	607215
1427	101114	606968
1428	101167	606792
1429	101221	606619
1430	101290	606539
1431	101356	606440
1432	101425	606356
1433	101480	606192
1434	101529	605994
1435	101577	605788
1436	101634	605636
1437	101719	605648
1438	101822	605767
1439	101885	605655
1440	101964	605628
1441	102038	605582
1442	102124	605597
1443	102183	605456
1444	102249	605359
1445	102305	605200
1446	102357	605022
1447	102416	604877
1448	102464	604676
1449	102517	604499
1450	102565	604295
1451	102619	604126
1452	102671	603945
1453	102726	603781
1454	102783	603634
1455	102957	604167
1456	103046	604204
1457	103103	604054
1458	103159	603896
1459	103209	603706
1460	103265	603548
1461	103315	603354
1462	103365	603164
1463	103418	602992
1464	103468	602799
1465	103523	602638
1466	103566	602408
1467	103622	602252
1468	103673	602066
1469	103726	601897
1470	103775	601699
1471	103836	601576
1472	103883	601367
1473	103940	601218
1474	104073	601510
1475	104143	601434
1476	104219	601399
1477	104301	601391
1478	104394	601448
1479	104468	601401
1480	104554	601415
1481	104619	601315
1482	104681	601195
1483	104732	601011
1484	104791	600875
1485	104839	600676
1486	104902	600563
1487	104947	600345
1488	104999	600167
1489	105051	599990
1490	105170	600196
1491	105218	599999
1492	105276	599857
1493	105325	599667
1494	105381	599510
1495	105430	599317
1496	105485	599162
1497	105535	598971
1498	105588	598802
1499	105633	598589
1500	105685	598413
1501	105732	598214
1502	105786	598048
1503	105841	597890
1504	105891	597708
1505	105948	597562
1506	105998	597376
1507	106048	597192
1508	106089	596957
1509	106143	596795
1510	106246	596904
1511	106313	596815
1512	106355	596590
1513	106406	596409
1514	106454	596216
1515	106510	596066
1516	106559	595878
1517	106615	595725
1518	106663	595530
1519	106716	595363
1520	106767	595187
1521	106825	595051
1522	106876	594870
1523	106935	594743
1524	106976	594510
1525	107032	594359
1526	107080	594168
1527	107136	594019
1528	107186	593838
1529	107242	593690
1530	107337	593756
1531	107391	593598
1532	107439	593406
1533	107496	593261
1534	107545	593077
1535	107600	592922
1536	107652	592756
1537	107711	592621
1538	107756	592416
1539	107813	592272
1540	107863	592094
1541	107916	591929
1542	107962	591729
1543	108017	591578
1544	108065	591387
1545	108122	591247
1546	108167	591041
1547	108219	590870
1548	108278	590742
1549	108337	590613
1550	108443	590742
1551	108511	590657
1552	108555	590450
1553	108610	590300
1554	108658	590108
1555	108708	589934
1556	108756	589745
1557	108819	589634
1558	108869	589458
1559	108924	589311
1560	108971	589118
1561	109027	588970
1562	109071	588761
1563	109119	588577
1564	109167	588390
1565	109223	588246
1566	109271	588059
1567	109333	587945
1568	109379	587747
1569	109435	587607
1570	109548	587771
1571	109656	587906
1572	109727	587839
1573	109824	587919
1574	109906	587911
1575	109987	587903
1576	110041	587748
1577	110109	587668
1578	110157	587482
1579	110213	587341
1580	110302	587371
1581	110380	587346
1582	110437	587210
1583	110495	587078
1584	110540	586876
1585	110599	586747
1586	110767	587201
1587	110834	587117
1588	110889	586968
1589	110953	586866
1590	111005	586704
1591	111052	586516
1592	111094	586297
1593	111148	586145
1594	111196	585958
1595	111250	585809
1596	111299	585626
1597	111359	585509
1598	111411	585346
1599	111465	585192
1600	111512	585004
1601	111568	584863
1602	111615	584674
1603	111672	584538
1604	111718	584346
1605	111783	584251
1606	111902	584440
1607	111970	584361
1608	112018	584181
1609	112072	584032
1610	112120	583849
1611	112175	583701
1612	112225	583529
1613	112274	583356
1614	112319	583155
1615	112376	583023
1616	112420	582820
1617	112477	582684
1618	112521	582484
1619	112575	582334
1620	112615	582114
1621	112672	581978
1622	112715	581772
1623	112771	581632
1624	112822	581469
1625	112879	581337
1626	112965	581350
1627	113060	581416
1628	113110	581245
1629	113168	581117
1630	113214	580928
1631	113274	580810
1632	113360	580826
1633	113436	580791
1634	113493	580655
1635	113553	580538
1636	113600	580355
1637	113654	580205
1638	113701	580025
1639	113762	579909
1640	113813	579746
1641	113869	579610
1642	113921	579454
1643	113977	579315
1644	114025	579138
1645	114140	579302
1646	114199	579177
1647	114250	579015
1648	114297	578836
1649	114355	578707
1650	114400	578514
1651	114455	578371
1652	114504	578200
1653	114563	578081
1654	114614	577920
1655	114669	577776
1656	114716	577596
1657	114782	577510
1658	114833	577352
1659	114878	577158
1660	114948	577093
1661	115016	577020
