iter	RMSE
312	14629.25155
313	14592.52606
314	14581.48307
315	14553.99646
316	14536.64147
317	14526.62688
318	14501.4005
319	14480.15252
320	14455.06163
321	14436.21814
322	14427.38137
323	14407.02109
324	14395.55137
325	14388.0506
326	14363.47383
327	14345.99415
328	14337.97733
329	14323.88418
330	14296.43949
331	14283.89797
332	14263.66311
333	14239.91257
334	14229.92326
335	14213.11651
336	14178.76405
337	14163.90505
338	14149.92863
339	14128.20868
340	14115.83369
341	14098.88681
342	14072.77927
343	14053.69856
344	14033.70449
345	14015.19432
346	14002.08646
347	13989.65232
348	13965.68094
349	13955.3483
350	13941.5267
351	13913.62923
352	13887.31933
353	13870.64374
354	13850.2497
355	13837.47496
356	13817.16935
357	13792.95553
358	13772.46019
359	13754.83651
360	13738.78736
361	13724.33129
362	13698.69764
363	13683.18986
364	13658.16146
365	13636.80035
366	13613.31876
367	13593.50357
368	13574.90269
369	13564.52238
370	13550.62289
371	13545.59684
372	13529.56239
373	13513.66893
374	13509.97019
375	13502.97033
376	13486.53685
377	13464.44805
378	13453.7303
379	13443.0756
380	13420.41679
381	13413.82279
382	13396.9745
383	13387.54928
384	13378.96326
385	13375.15062
386	13357.5228
387	13344.79262
388	13332.00003
389	13318.48736
390	13300.85027
391	13281.80965
392	13267.59245
393	13256.35383
394	13247.51341
395	13219.98014
396	13216.14667
397	13201.87064
398	13193.23372
399	13174.02859
400	13147.43113
401	13134.9453
402	13123.9676
403	13102.58949
404	13080.43789
405	13058.59697
406	13041.67943
407	13032.96095
408	13023.94567
409	13010.82034
410	12995.45723
411	12974.39578
412	12959.51481
413	12957.31918
414	12942.86379
415	12923.65788
416	12913.57277
417	12887.92109
418	12881.42659
419	12868.61847
420	12857.08374
421	12838.27092
422	12832.58439
423	12812.52447
424	12801.46382
425	12783.24637
426	12776.89117
427	12766.24743
428	12740.21677
429	12717.6115
430	12702.35361
431	12693.86924
432	12681.92743
433	12670.21053
434	12661.76529
435	12651.68403
436	12637.90206
437	12626.55895
438	12602.04923
439	12585.53389
440	12569.68371
441	12556.07398
442	12545.24606
443	12527.40204
444	12516.70045
445	12504.36205
446	12488.92878
447	12483.56415
448	12475.2536
449	12471.73714
450	12463.09055
451	12443.39795
452	12433.5003
453	12420.2853
454	12405.70768
455	12392.05722
456	12371.45856
457	12363.12661
458	12355.06103
459	12340.28994
460	12321.92972
461	12316.15604
462	12299.75525
463	12286.43854
464	12281.67843
465	12261.70629
466	12239.24188
467	12221.06146
468	12200.93638
469	12193.92477
470	12178.02228
471	12171.00846
472	12160.64943
473	12132.38238
474	12124.16975
475	12106.88439
476	12105.20796
477	12088.58195
478	12073.18299
479	12053.53937
480	12041.83201
481	12029.75315
482	12022.2151
483	12012.31245
484	12009.10248
485	11997.73757
486	11989.59312
487	11969.88719
488	11957.45201
489	11937.27282
490	11925.16352
491	11915.11524
492	11901.7264
493	11882.13046
494	11864.13675
495	11861.92482
496	11850.35982
497	11847.04649
498	11835.62181
499	11830.92933
500	11818.61548
501	11804.27117
502	11797.66369
503	11781.41419
504	11772.53562
505	11751.10639
506	11747.46362
507	11732.98698
508	11725.44666
509	11722.98635
510	11711.97057
511	11693.93501
512	11684.92593
513	11670.95173
514	11658.36744
515	11634.99689
516	11621.00456
517	11605.64904
518	11602.89023
519	11595.20001
520	11591.22738
521	11575.12274
522	11562.9362
523	11552.06312
524	11535.73155
525	11526.24395
526	11512.21803
527	11498.87191
528	11485.39064
529	11476.35733
530	11466.76225
531	11457.17008
532	11437.62653
533	11431.41722
534	11420.60237
535	11410.86558
536	11407.82658
537	11396.79114
538	11391.641
539	11378.044
540	11367.69148
541	11356.5763
542	11345.59881
543	11330.7045
544	11323.66508
545	11316.25217
546	11311.75389
547	11300.83296
548	11295.83957
549	11282.08167
550	11266.29499
551	11259.11099
552	11250.02361
553	11232.77036
554	11227.01881
555	11223.86474
556	11218.04176
557	11211.97705
558	11202.14698
559	11195.41483
560	11190.51976
561	11162.76514
562	11143.14718
563	11131.48271
564	11116.57284
565	11111.89465
566	11099.01503
567	11096.35141
568	11083.1956
569	11064.80133
570	11055.85062
571	11045.6184
572	11024.18083
573	11011.01295
574	11003.45286
575	10998.07764
576	10990.34328
577	10977.55887
578	10971.91656
579	10965.60471
580	10957.968
581	10955.77018
582	10947.6384
583	10940.29049
584	10936.30537
585	10932.54731
586	10908.27771
587	10904.32752
588	10886.03742
589	10876.68694
590	10868.64987
591	10861.81144
592	10851.02113
593	10847.93241
594	10845.75173
595	10842.12937
596	10834.84246
597	10827.27278
598	10808.67553
599	10793.49709
600	10788.55977
601	10784.39189
602	10771.85879
603	10763.56153
604	10755.0749
605	10738.42619
606	10732.86845
607	10716.90429
608	10711.65656
609	10704.43396
610	10697.40594
611	10685.68946
612	10678.61297
613	10674.54622
614	10659.41773
615	10654.17326
616	10639.72819
617	10633.1845
618	10617.73625
619	10611.6319
620	10605.61705
621	10603.77008
622	10599.28965
623	10588.99296
624	10584.91781
625	10576.01809
626	10566.10282
627	10555.63737
628	10547.2228
629	10540.13267
630	10528.62728
631	10519.92547
632	10509.34291
633	10492.8029
634	10484.32211
635	10481.16745
636	10474.41446
637	10460.85148
638	10453.63702
639	10444.65182
640	10441.00697
641	10438.48357
642	10434.12688
643	10426.33632
644	10412.51847
645	10403.58787
646	10391.81696
647	10372.57942
648	10364.37757
649	10358.95056
650	10342.73694
651	10340.77596
652	10330.6895
653	10324.2203
654	10307.74019
655	10298.02572
656	10292.79579
657	10276.7293
658	10272.71803
659	10270.46935
660	10261.26219
661	10257.72969
662	10238.86948
663	10229.37657
664	10228.14522
665	10224.81005
666	10212.84775
667	10210.10889
668	10199.63047
669	10192.58546
670	10179.75942
671	10177.40147
672	10171.87288
673	10166.97854
674	10157.3983
675	10150.96186
676	10142.06909
677	10134.67159
678	10131.57951
679	10120.76003
680	10106.07639
681	10088.76249
682	10074.89569
683	10069.57698
684	10066.40229
685	10064.93502
686	10062.17333
687	10057.64467
688	10043.86477
689	10042.69517
690	10041.69997
691	10035.73398
692	10021.04911
693	10016.57901
694	10008.16227
695	10000.99933
696	9986.916242
697	9980.056176
698	9977.534512
699	9973.449056
700	9965.04759
701	9950.40861
702	9949.591827
703	9940.170895
704	9931.860374
705	9920.112188
706	9910.501308
707	9904.007717
708	9895.087822
709	9882.15889
710	9877.02408
711	9865.075509
712	9859.054103
713	9851.233086
714	9839.57486
715	9831.022662
716	9823.488054
717	9803.622335
718	9797.200061
719	9792.284241
720	9779.261109
721	9767.789726
722	9766.590726
723	9759.406366
724	9754.62104
725	9752.667224
726	9745.863151
727	9742.293564
728	9738.393824
729	9723.360393
730	9712.512592
731	9697.58938
732	9692.649458
733	9688.067637
734	9685.10453
735	9679.336265
736	9677.734722
737	9670.265759
738	9665.602383
739	9655.132301
740	9654.111215
741	9645.717443
742	9632.959651
743	9628.797842
744	9623.715011
745	9618.780415
746	9612.662321
747	9607.233427
748	9604.094133
749	9592.239362
750	9589.919124
751	9582.710683
752	9575.076814
753	9570.03696
754	9563.659488
755	9550.563692
756	9545.018712
757	9537.692903
758	9529.249615
759	9526.331319
760	9517.82539
761	9509.030756
762	9504.530869
763	9493.080256
764	9482.993249
765	9476.112438
766	9463.647507
767	9450.570656
768	9441.563729
769	9433.784872
770	9428.69659
771	9423.496999
772	9417.360611
773	9414.8681
774	9412.72844
775	9405.107262
776	9404.512231
777	9393.534262
778	9382.25284
779	9374.509455
780	9354.994846
781	9353.413119
782	9345.521566
783	9338.068572
784	9328.885387
785	9324.21491
786	9313.911818
787	9309.125728
788	9298.544002
789	9288.745058
790	9278.274591
791	9267.35057
792	9262.55279
793	9249.215902
794	9239.396628
795	9235.043378
796	9230.274473
797	9219.814154
798	9215.116981
799	9210.806
800	9208.125395
801	9203.660612
802	9202.273093
803	9194.872117
804	9181.400659
805	9169.829183
806	9159.070258
807	9148.003129
808	9145.683493
809	9132.08192
810	9124.854306
811	9122.450126
812	9120.985857
813	9108.529017
814	9105.069323
815	9097.936851
816	9093.520901
817	9088.266449
818	9085.447309
819	9074.087658
820	9066.508585
821	9059.236056
822	9053.588271
823	9047.550302
824	9041.875556
825	9035.198137
826	9028.847551
827	9022.453669
828	9012.427107
829	9003.120107
830	8996.620211
831	8988.140339
832	8978.589666
833	8973.185191
834	8967.643424
835	8965.069146
836	8953.719041
837	8947.98328
838	8937.1761
839	8932.233882
840	8930.317732
841	8920.908662
842	8913.724704
843	8911.072648
844	8902.956813
845	8890.303385
846	8882.614634
847	8877.424499
848	8867.193761
849	8860.129388
850	8854.988295
851	8839.325862
852	8827.031624
853	8819.264261
854	8818.832152
855	8812.322635
856	8804.988225
857	8797.218224
858	8789.188185
859	8781.593089
860	8772.446299
861	8766.789725
862	8756.095775
863	8743.454731
864	8731.291422
865	8727.592041
866	8725.65853
867	8715.532047
868	8708.088648
869	8694.845791
870	8684.153522
871	8675.509662
872	8671.407285
873	8667.228452
874	8653.061957
875	8645.270218
876	8638.120973
877	8635.444502
878	8624.061761
879	8621.850239
880	8616.899475
881	8612.880338
882	8607.542627
883	8605.003608
884	8602.273518
885	8595.605865
886	8592.143018
887	8586.115575
888	8582.253631
889	8573.974305
890	8569.003439
891	8567.751935
892	8553.650855
893	8548.972212
894	8540.473125
895	8533.51621
896	8525.537171
897	8514.38102
898	8507.9325
899	8504.13195
900	8498.678061
901	8487.061569
902	8475.475753
903	8467.114344
904	8461.944354
905	8455.735538
906	8451.819884
907	8448.243027
908	8443.172573
909	8435.059976
910	8429.331999
911	8428.462866
912	8427.345368
913	8426.25272
914	8424.238363
915	8415.615699
916	8413.713103
917	8405.303361
918	8400.147778
919	8392.743908
920	8384.734879
921	8384.477987
922	8381.046672
923	8375.875505
924	8362.540737
925	8356.682818
926	8355.540527
927	8354.101449
928	8345.442187
929	8343.427174
930	8342.054302
931	8327.744424
932	8317.048876
933	8311.472539
934	8304.677652
935	8301.123778
936	8295.526475
937	8291.625714
938	8284.230943
939	8282.320132
940	8273.020842
941	8265.350298
942	8252.813372
943	8239.29513
944	8232.564129
945	8226.685726
946	8222.530562
947	8212.215947
948	8203.154544
949	8193.876021
950	8185.664475
951	8181.192199
952	8177.211718
953	8174.031965
954	8168.523658
955	8165.182367
956	8162.516478
957	8157.562792
958	8151.159806
959	8146.986964
960	8145.886898
961	8140.5499
962	8136.112089
963	8126.703488
964	8118.727224
965	8117.503989
966	8112.824358
967	8107.356084
968	8103.262527
969	8095.15096
970	8092.615076
971	8081.322482
972	8076.156853
973	8072.682003
974	8070.73069
975	8060.780853
976	8058.472375
977	8048.842746
978	8045.50692
979	8039.07909
980	8025.567099
981	8024.48698
982	8021.042878
983	8020.037148
984	8016.65509
985	8009.133512
986	8001.965887
987	7997.201163
988	7992.036657
989	7987.495245
990	7982.548438
991	7976.456929
992	7969.201946
993	7964.197632
994	7959.317907
995	7957.600492
996	7954.662604
997	7947.331695
998	7944.000491
999	7939.636716
1000	7935.069204
1001	7932.342035
1002	7928.756262
1003	7925.890173
1004	7922.411111
1005	7918.945704
1006	7917.838586
1007	7909.146758
1008	7905.901381
1009	7901.462284
1010	7894.13009
1011	7886.761764
1012	7883.86935
1013	7883.177305
1014	7880.187799
1015	7879.386004
1016	7867.514098
1017	7862.784855
1018	7855.755523
1019	7849.098054
1020	7841.392161
1021	7829.664758
1022	7820.331211
1023	7813.228194
1024	7800.220344
1025	7798.114195
1026	7793.256241
1027	7785.533257
1028	7779.350248
1029	7772.396876
1030	7762.738415
1031	7759.733391
1032	7756.466188
1033	7750.445318
1034	7744.513199
1035	7741.186118
1036	7736.246575
1037	7731.238392
1038	7720.193301
1039	7716.319713
1040	7712.318361
1041	7710.238801
1042	7703.349227
1043	7700.685583
1044	7697.660443
1045	7694.330189
1046	7689.927805
1047	7685.487822
1048	7681.422279
1049	7677.091368
1050	7674.281278
1051	7666.284274
1052	7665.214067
1053	7664.753484
1054	7663.051027
1055	7660.529146
1056	7654.519409
1057	7652.356004
1058	7650.996695
1059	7647.999347
1060	7643.263238
1061	7640.426336
1062	7636.652859
1063	7634.942241
1064	7627.138216
1065	7622.228776
1066	7615.73022
1067	7608.222069
1068	7602.390179
1069	7601.047048
1070	7600.486304
1071	7598.106929
1072	7591.580823
1073	7588.202654
1074	7583.042214
1075	7579.19177
1076	7578.740434
1077	7576.375202
1078	7571.810775
1079	7567.549103
1080	7565.51364
1081	7558.208697
1082	7550.891674
1083	7544.08588
1084	7539.948707
1085	7537.536455
1086	7536.948271
1087	7532.023907
1088	7529.353096
1089	7524.921923
1090	7514.134873
1091	7509.362742
1092	7506.00271
1093	7502.549654
1094	7494.621597
1095	7479.362778
1096	7476.383111
1097	7473.260653
1098	7470.107703
1099	7466.864066
1100	7463.324038
1101	7462.516405
1102	7456.230653
1103	7448.178493
1104	7445.057047
1105	7437.598449
1106	7426.925775
1107	7423.120136
1108	7419.236101
1109	7415.868431
1110	7413.905235
1111	7408.756048
1112	7402.880103
1113	7397.577377
1114	7396.056532
1115	7390.331682
1116	7389.420465
1117	7381.979434
1118	7378.823584
1119	7370.409919
1120	7365.986255
1121	7360.532127
1122	7357.750929
1123	7354.011692
1124	7345.828973
1125	7342.367365
1126	7334.844188
1127	7333.763976
1128	7329.446576
1129	7328.903192
1130	7323.788746
1131	7323.162819
1132	7316.314066
1133	7311.114142
1134	7305.796753
1135	7300.93764
1136	7300.480866
1137	7295.388438
1138	7288.000705
1139	7284.904087
1140	7275.774124
1141	7274.744966
1142	7270.832121
1143	7264.699185
1144	7258.242124
1145	7253.103874
1146	7245.264969
1147	7243.989117
1148	7239.303684
1149	7236.283603
1150	7232.808972
1151	7228.347886
1152	7220.846453
1153	7217.961428
1154	7215.312804
1155	7210.339756
1156	7206.668941
1157	7197.979027
1158	7192.292611
1159	7187.135052
1160	7182.992476
1161	7179.875333
1162	7172.522684
1163	7165.261911
1164	7161.22671
1165	7157.694995
1166	7152.398353
1167	7149.579772
1168	7141.219488
1169	7137.935183
1170	7136.152428
1171	7125.002496
1172	7119.311921
1173	7116.835357
1174	7111.692221
1175	7104.745284
1176	7100.331116
1177	7098.066329
1178	7096.866247
1179	7094.921789
1180	7093.344579
1181	7084.913459
1182	7071.299607
1183	7066.225151
1184	7061.257582
1185	7059.656101
1186	7056.436714
1187	7054.090458
1188	7048.467406
1189	7045.125802
1190	7037.700839
1191	7036.294814
1192	7031.926513
1193	7027.869988
1194	7024.492834
1195	7019.384947
1196	7016.448271
1197	7011.457468
1198	7008.286691
1199	7000.979247
1200	6998.197095
1201	6997.289802
1202	6993.100454
1203	6991.958687
1204	6989.362601
1205	6986.786294
1206	6982.749608
1207	6977.472037
1208	6972.777957
1209	6968.639392
1210	6963.402886
1211	6958.892824
1212	6954.501407
1213	6949.891949
1214	6944.01134
1215	6939.804602
1216	6937.473245
1217	6933.459862
1218	6926.798622
1219	6918.435581
1220	6913.498883
1221	6902.191088
1222	6896.174356
1223	6892.728236
1224	6885.731324
1225	6884.481689
1226	6883.316177
1227	6881.065741
1228	6874.168215
1229	6865.304251
1230	6863.128095
1231	6860.747437
1232	6857.94449
1233	6847.763115
1234	6843.998665
1235	6833.325642
1236	6830.762721
1237	6828.421476
1238	6818.990846
1239	6813.927091
1240	6810.422043
1241	6799.477233
1242	6794.384438
1243	6792.662955
1244	6789.569661
1245	6784.960054
1246	6781.32132
1247	6780.138969
1248	6775.720578
1249	6774.839219
1250	6773.293749
1251	6767.001977
1252	6766.056895
1253	6763.779238
1254	6756.406357
1255	6754.689218
1256	6754.369772
1257	6750.843354
1258	6747.436994
1259	6747.034314
1260	6744.980736
1261	6744.305292
1262	6741.085616
1263	6735.797835
1264	6733.336732
1265	6728.190704
1266	6724.568737
1267	6721.453488
1268	6713.53467
1269	6709.638065
1270	6705.338418
1271	6696.136009
1272	6693.309239
1273	6692.580549
1274	6690.655957
1275	6688.112465
1276	6684.804966
1277	6682.081797
1278	6677.821794
1279	6675.234517
1280	6671.742662
1281	6666.803108
1282	6662.2094
1283	6659.669317
1284	6655.870067
1285	6655.128141
1286	6652.402749
1287	6648.905085
1288	6647.221802
1289	6642.586441
1290	6639.824004
1291	6629.766027
1292	6624.482168
1293	6617.14749
1294	6614.883075
1295	6611.380033
1296	6605.367149
1297	6604.635801
1298	6603.441308
1299	6601.235498
1300	6597.284947
1301	6591.644372
1302	6589.240957
1303	6584.80954
1304	6582.509121
1305	6580.074316
1306	6575.884697
1307	6574.000565
1308	6565.414254
1309	6562.928498
1310	6562.55673
1311	6558.129003
1312	6556.802972
1313	6549.881454
1314	6543.848477
1315	6537.378663
1316	6534.168086
1317	6530.540509
1318	6527.329847
1319	6524.891745
1320	6523.171308
1321	6519.164842
1322	6516.383489
1323	6514.755383
1324	6505.409204
1325	6502.612993
1326	6499.548011
1327	6497.138128
1328	6494.801567
1329	6482.922673
1330	6481.342587
1331	6475.208117
1332	6472.72451
1333	6470.381923
1334	6468.957796
1335	6463.021298
1336	6458.649908
1337	6451.27073
1338	6450.287428
1339	6439.175257
1340	6435.924055
1341	6434.629055
1342	6434.21691
1343	6432.636196
1344	6429.335007
1345	6420.76181
1346	6419.973641
1347	6418.706457
1348	6412.951324
1349	6412.229892
1350	6410.875214
1351	6409.846097
1352	6405.940498
1353	6403.880793
1354	6398.428856
1355	6397.114123
1356	6396.448701
1357	6391.440763
1358	6389.158298
1359	6388.310984
1360	6382.014851
1361	6381.872461
1362	6378.848794
1363	6373.538049
1364	6370.257049
1365	6367.307973
1366	6364.568844
1367	6361.613409
1368	6360.71036
1369	6355.926934
1370	6354.831597
1371	6347.075953
1372	6345.77472
1373	6345.266551
1374	6342.451086
1375	6338.859027
1376	6335.309675
1377	6330.005691
1378	6329.017678
1379	6328.428555
1380	6326.574999
1381	6318.493611
1382	6316.509697
1383	6312.326071
1384	6310.530649
1385	6305.701017
1386	6299.841407
1387	6298.095189
1388	6294.165632
1389	6290.348862
1390	6289.950915
1391	6287.781378
1392	6285.418042
1393	6279.383735
1394	6276.98461
1395	6276.423742
1396	6275.006986
1397	6273.859827
1398	6271.970727
1399	6271.059731
1400	6267.32638
1401	6262.942674
1402	6256.101109
1403	6252.019426
1404	6250.843298
1405	6248.351889
1406	6247.200002
1407	6243.001721
1408	6239.489897
1409	6234.006448
1410	6226.880553
1411	6224.479263
1412	6221.150516
1413	6218.738687
1414	6216.562115
1415	6215.356842
1416	6212.513576
1417	6208.64457
1418	6207.838782
1419	6206.980653
1420	6199.242335
1421	6196.289776
1422	6195.699402
1423	6195.289955
1424	6193.370381
1425	6192.499396
1426	6187.257637
1427	6180.215016
1428	6176.146136
1429	6171.815113
1430	6167.162938
1431	6166.547519
1432	6164.913379
1433	6158.046938
1434	6148.905431
1435	6145.057573
1436	6136.90535
1437	6133.714696
1438	6131.963891
1439	6128.685149
1440	6124.800511
1441	6122.9506
1442	6122.491824
1443	6121.907756
1444	6120.194478
1445	6119.505066
1446	6117.884511
1447	6114.845289
1448	6114.718828
1449	6110.961876
1450	6106.233959
1451	6103.176023
1452	6093.616717
1453	6086.501769
1454	6082.868275
1455	6071.5022
1456	6064.045748
1457	6057.223197
1458	6048.070357
1459	6044.850443
1460	6044.514564
1461	6042.158306
1462	6040.362216
1463	6036.434973
1464	6033.863624
1465	6032.549363
1466	6031.893748
1467	6029.024284
1468	6026.006837
1469	6021.845855
1470	6019.499215
1471	6018.895467
1472	6014.756918
1473	6013.382325
1474	6007.479445
1475	6005.90075
1476	6005.078841
1477	6002.258645
1478	6000.79348
1479	5994.239358
1480	5989.790473
1481	5987.171212
1482	5983.340509
1483	5981.140069
1484	5976.090135
1485	5973.985611
1486	5972.616313
1487	5969.299169
1488	5968.438277
1489	5966.8217
1490	5965.211633
1491	5962.626484
1492	5959.266194
1493	5959.029394
1494	5951.341323
1495	5950.408261
1496	5950.145698
1497	5949.448467
1498	5946.605263
1499	5941.258788
1500	5930.457288
1501	5927.884788
1502	5926.280386
1503	5921.597907
1504	5921.505403
1505	5921.145475
1506	5920.611116
1507	5914.875429
1508	5905.967663
1509	5902.789341
1510	5900.546699
1511	5898.961031
1512	5893.95098
1513	5889.424712
1514	5886.932841
1515	5885.983069
1516	5880.597376
1517	5878.298997
1518	5873.189346
1519	5866.69036
1520	5864.765339
1521	5857.470521
1522	5856.808239
1523	5856.246172
1524	5852.312148
1525	5846.320154
1526	5845.827778
1527	5841.617573
1528	5841.122228
1529	5835.657805
1530	5826.93815
1531	5823.082746
1532	5822.312086
1533	5821.710067
1534	5811.825345
1535	5811.663815
1536	5810.740913
1537	5809.330966
1538	5803.207063
1539	5801.636061
1540	5801.010309
1541	5796.306534
1542	5793.80289
1543	5789.392561
1544	5788.323348
1545	5787.472123
1546	5786.50908
1547	5781.610423
1548	5778.500446
1549	5770.703514
1550	5769.966882
1551	5765.011226
1552	5762.892461
1553	5761.319716
1554	5759.073301
1555	5757.593511
1556	5753.017682
1557	5752.443022
1558	5749.682642
1559	5749.188323
1560	5745.289239
1561	5742.843046
1562	5738.401709
1563	5734.64769
1564	5731.662584
1565	5729.216774
1566	5728.954344
1567	5727.051391
1568	5725.401884
1569	5722.876618
1570	5722.570793
1571	5719.500348
1572	5716.09008
1573	5713.493408
1574	5712.549122
1575	5710.712806
1576	5709.092428
1577	5702.675545
1578	5699.736051
1579	5699.12669
1580	5697.09618
1581	5692.16535
1582	5687.754112
1583	5685.544137
1584	5684.411448
1585	5683.661567
1586	5683.436858
1587	5682.296505
1588	5678.003703
1589	5673.150144
1590	5669.31112
1591	5664.820076
1592	5663.052214
1593	5660.645056
1594	5658.419602
1595	5657.042391
1596	5654.257274
1597	5651.902437
1598	5644.68279
1599	5642.67835
1600	5640.090141
1601	5636.822487
1602	5632.531498
1603	5630.468057
1604	5627.427908
1605	5622.629489
1606	5618.11282
1607	5611.657713
1608	5608.518652
1609	5603.070838
1610	5602.716404
1611	5599.784117
1612	5598.97318
1613	5594.091165
1614	5592.26307
1615	5588.479742
1616	5587.127447
1617	5584.009363
1618	5576.906924
1619	5572.730463
1620	5568.218162
1621	5564.612296
1622	5560.829897
1623	5558.153606
1624	5555.960953
1625	5555.192776
1626	5554.610177
1627	5553.409818
1628	5548.64052
1629	5546.990491
1630	5543.428945
1631	5542.573846
1632	5539.008393
1633	5536.058311
1634	5531.781588
1635	5531.069112
1636	5529.22381
1637	5521.692863
1638	5520.158825
1639	5518.926338
1640	5517.257196
1641	5515.899451
1642	5513.773622
1643	5512.638126
1644	5509.709758
1645	5502.434639
1646	5498.597822
1647	5492.776
1648	5492.204843
1649	5491.858492
1650	5487.67439
1651	5484.419512
1652	5482.07036
1653	5480.459336
1654	5479.870272
1655	5478.19123
1656	5476.333661
1657	5475.938664
1658	5472.880452
1659	5469.788613
1660	5468.338028
1661	5464.331942
1662	5462.844674
1663	5457.705282
1664	5454.97081
1665	5451.89482
