iter	RMSE
186	1.695206576
187	1.67840185
188	1.662523677
189	1.635602434
190	1.619925673
191	1.604201913
192	1.583927152
193	1.564477625
194	1.546234018
195	1.530234769
196	1.50216828
197	1.482565764
198	1.478990967
199	1.459970037
200	1.447752374
201	1.422600388
202	1.419865781
203	1.409819231
204	1.393821799
205	1.375164629
206	1.365491982
207	1.351034865
208	1.339224942
209	1.33723522
210	1.324881899
211	1.311045371
212	1.299374276
213	1.29141124
214	1.277245619
215	1.265488797
216	1.251312636
217	1.239433349
218	1.227280805
219	1.216143206
220	1.214712929
221	1.202873462
222	1.186222722
223	1.171923431
224	1.161961626
225	1.148523849
226	1.146935527
227	1.126157008
228	1.113875278
229	1.099397023
230	1.091863912
231	1.08948764
232	1.087759771
233	1.085697267
234	1.082195374
235	1.080949685
236	1.065851818
237	1.051715634
238	1.042965743
239	1.035807704
240	1.029408361
241	1.015220968
242	1.007474706
243	0.9970546314
244	0.9857969167
245	0.9810437338
246	0.9731719312
247	0.9667414115
248	0.9570041339
249	0.9557743904
250	0.9537605816
251	0.9432468764
252	0.9418375375
253	0.9347112561
254	0.9188543116
255	0.9119241463
256	0.9005315044
257	0.891310041
258	0.8801838124
259	0.8790616084
260	0.8678910907
261	0.8669305653
262	0.8609540366
263	0.8600616718
264	0.8523031281
265	0.8434363929
266	0.842639223
267	0.8396543628
268	0.8364008532
269	0.8285719227
270	0.823346908
271	0.81315958
272	0.8069595093
273	0.7971115235
274	0.7895143875
275	0.7843753526
276	0.7811364927
277	0.7722614742
278	0.7617048226
279	0.7493767829
280	0.7467283214
281	0.7380754798
282	0.7332293639
283	0.7317687109
284	0.7252745524
285	0.7206134385
286	0.7139936107
287	0.7043013256
288	0.7004771557
289	0.6969182855
290	0.6939934947
291	0.6861230733
292	0.6834985418
293	0.6830084985
294	0.6788597243
295	0.6778982403
296	0.67130634
297	0.6708125765
298	0.6629259255
299	0.6563968306
300	0.6498356249
301	0.643559585
302	0.6375585572
303	0.6344847337
304	0.6286352976
305	0.62596351
306	0.6206569076
307	0.616892211
308	0.6122561952
309	0.6041432096
310	0.602771289
311	0.5970369655
312	0.5921829958
313	0.5916379821
314	0.5888025625
315	0.5882183646
316	0.5848915425
317	0.5775102601
318	0.5729559553
319	0.5639757118
320	0.5583972127
321	0.5542977881
322	0.5537975307
323	0.5481373355
324	0.5445271931
325	0.5381232661
326	0.533566239
327	0.5246932701
328	0.519541348
329	0.5190780661
330	0.5157873769
331	0.5140853897
332	0.5105513618
333	0.5064168302
334	0.5015462499
335	0.4989695563
336	0.4974128295
337	0.4912128205
338	0.4907638261
339	0.4896105264
340	0.4871573302
341	0.4841208712
342	0.4779634508
343	0.4747210229
344	0.4711803964
345	0.4704625914
346	0.4667044053
347	0.4641235631
348	0.4626780517
349	0.4622191208
350	0.4579632518
351	0.4566953569
352	0.4511795005
353	0.4481286011
354	0.4437039882
355	0.4431355696
356	0.4412005045
357	0.4384053413
358	0.4354971062
359	0.4345066836
360	0.430407644
361	0.4279890271
362	0.4208065419
363	0.4194995163
364	0.4158761856
365	0.4118087383
366	0.4074965553
367	0.4011881682
368	0.3999704094
369	0.3971280068
370	0.3942701089
371	0.3904804858
372	0.3855794424
373	0.382431902
374	0.3789330386
375	0.3762132556
376	0.3740732078
377	0.3737986626
378	0.3708038599
379	0.3660164687
380	0.3650616113
381	0.3647765104
382	0.3618345154
383	0.3584918276
384	0.3572291355
385	0.354927007
386	0.3524118007
387	0.348760805
388	0.345848999
389	0.3453924096
390	0.34373502
391	0.3407754266
392	0.3368788222
393	0.334603014
394	0.3333856559
395	0.3306686964
396	0.328595038
397	0.3262456533
398	0.3211322214
399	0.3197788201
400	0.3168443816
401	0.3146993298
402	0.31172264
403	0.3100624084
404	0.3074702229
405	0.3070056624
406	0.3046746588
407	0.3013924173
408	0.3005255106
409	0.2978285043
410	0.2950949965
411	0.2940996407
412	0.290984877
413	0.2883855634
414	0.2853901516
415	0.283537941
416	0.2824828009
417	0.2801660091
418	0.2782177422
419	0.2754230654
420	0.2731002981
421	0.2724998129
422	0.2709190351
423	0.2697793978
424	0.2693113958
425	0.2682533837
426	0.2661248004
427	0.2639672284
428	0.263773655
429	0.2635546121
430	0.2609723573
431	0.2598015997
432	0.2593900473
433	0.2578028001
434	0.2571340703
435	0.2563548039
436	0.2558970271
437	0.2537572951
438	0.2531958864
439	0.2521841646
440	0.2500612691
441	0.2485939141
442	0.2465612547
443	0.2452934065
444	0.242053071
445	0.2418294192
446	0.2402269956
447	0.2379066992
448	0.2359359661
449	0.233362546
450	0.2314870383
451	0.230603127
452	0.2285035381
453	0.2272241923
454	0.226084459
455	0.2241419318
456	0.222398828
457	0.2203069582
458	0.2197483734
459	0.2192785429
460	0.217690339
461	0.2174110977
462	0.2153507089
463	0.2138859004
464	0.2131663853
465	0.2124957021
466	0.2113250867
467	0.2100897586
468	0.2088813409
469	0.2077101686
470	0.2067262469
471	0.2046363769
472	0.2045411326
473	0.2030417105
474	0.2023539696
475	0.1998796609
476	0.1983802584
477	0.1974386054
478	0.1950419238
479	0.1936378799
480	0.1919618719
481	0.1909650407
482	0.1897708368
483	0.1889299556
484	0.1877522535
485	0.186493815
486	0.1856567458
487	0.1837632514
488	0.1819222369
489	0.1797750943
490	0.1779692582
491	0.1764264743
492	0.1754009148
493	0.1752815793
494	0.1738863504
495	0.1723181712
496	0.1721478163
497	0.1715949554
498	0.1706261859
499	0.1694252167
500	0.1678482965
501	0.1669121483
502	0.1658771883
503	0.1654349819
504	0.1644680063
505	0.1629433282
506	0.1626732172
507	0.1620366965
508	0.1607602994
509	0.1596441355
510	0.1594812148
511	0.1591080089
512	0.1572096857
513	0.1558261498
514	0.1548662036
515	0.1533861051
516	0.1516987723
517	0.1509493691
518	0.1501985666
519	0.1500647095
520	0.1496711576
521	0.1486330087
522	0.1481096667
523	0.1471341642
524	0.1463634168
525	0.1460082725
526	0.1446793242
527	0.1445361192
528	0.1439036528
529	0.1429123721
530	0.1414425268
531	0.1410829002
532	0.1407146548
533	0.1401025676
534	0.1397914937
535	0.139646272
536	0.1381209216
537	0.137091753
538	0.1355108577
539	0.1342990544
540	0.133972858
541	0.1332104913
542	0.1328084258
543	0.132340117
544	0.1318602625
545	0.1308864015
546	0.129386046
547	0.1291092906
548	0.1287005953
549	0.1275555795
550	0.12677064
551	0.1264941417
552	0.1256888156
553	0.1254888099
554	0.1247137066
555	0.1231194152
556	0.1221769261
557	0.1219750186
558	0.120366488
559	0.1192519959
560	0.1187906867
561	0.1187288333
562	0.1186199282
563	0.1178337773
564	0.117546232
565	0.1162879843
566	0.115589281
567	0.1147228333
568	0.1140766422
569	0.1139402018
570	0.1133938922
571	0.1124286206
572	0.1115608102
573	0.1107539017
574	0.1102460951
575	0.1093383137
576	0.1084670733
577	0.1077745325
578	0.1075151147
579	0.1065483192
580	0.1058152251
581	0.1048638064
582	0.1041104786
583	0.1034446005
584	0.1026212986
585	0.1019664866
586	0.1015234343
587	0.1013485229
588	0.1007110371
589	0.09988844713
590	0.09933162982
591	0.09823048038
592	0.09736171285
593	0.09676750274
594	0.09630695394
595	0.09560907821
596	0.09506236823
597	0.0945496891
598	0.09406010704
599	0.09311121612
600	0.09260539467
601	0.09206913108
602	0.09142121541
603	0.09082925457
604	0.09066760969
605	0.08965581663
606	0.08918533657
607	0.08867589948
608	0.0879720233
609	0.08752277343
610	0.08672376312
611	0.08618291847
612	0.08583878381
613	0.08516902324
614	0.08441810213
615	0.08329903312
616	0.08300647789
617	0.08227610963
618	0.08209701765
619	0.08171426198
620	0.08124257206
621	0.08092033057
622	0.08084870665
623	0.08007547885
624	0.08002209646
625	0.07996793255
626	0.07946970062
627	0.07943058876
628	0.07939386511
629	0.07896613532
630	0.07853451213
631	0.07785933637
632	0.07762544709
633	0.07694838743
634	0.07619169672
635	0.07558053735
636	0.07531905047
637	0.07522255013
638	0.07477253474
639	0.07458158735
640	0.0744337091
641	0.07387552011
642	0.07350978012
643	0.07297825787
644	0.07291097006
645	0.07263365113
646	0.07230630216
647	0.0722550571
648	0.07212204672
649	0.07146847832
650	0.07123627106
651	0.0707410259
652	0.07047594418
653	0.07024853906
654	0.07011360377
655	0.06951646219
656	0.06899597304
657	0.06839264225
658	0.0682067246
659	0.06779219803
660	0.0677562757
661	0.0673100493
662	0.06696836783
663	0.06651472522
664	0.06615908211
665	0.06575415814
666	0.06527539838
667	0.06503736296
668	0.0646182284
669	0.06413905057
670	0.06394019206
671	0.06348715966
672	0.06315532157
673	0.06249574901
674	0.0621673691
675	0.06160676589
676	0.06124130367
677	0.06093344851
678	0.06033185333
679	0.05989022657
680	0.05941876812
681	0.05921864231
682	0.0590183392
683	0.05860785911
684	0.05832296638
685	0.05809670867
686	0.05762275813
687	0.05719313296
688	0.05683818396
689	0.05668261946
690	0.05653845827
691	0.05611849201
692	0.05599577574
693	0.05583427349
694	0.05514593045
695	0.05496553934
696	0.05466920977
697	0.05431664258
698	0.05410629876
699	0.05401510458
700	0.05379569411
701	0.05348762395
702	0.05323480366
703	0.05280270589
704	0.0524699897
705	0.05221330454
706	0.05196122491
707	0.05160808842
708	0.05141423051
709	0.05131840624
710	0.05116485632
711	0.0508900733
712	0.05060178853
713	0.05008171621
714	0.04977613175
715	0.04946904003
716	0.04926839903
717	0.04922823048
718	0.04893792061
719	0.04852011088
720	0.0484977479
721	0.04832496671
722	0.04808183591
723	0.04789595619
724	0.04752365579
725	0.04732516241
726	0.04707026125
727	0.04663736765
728	0.04631448332
729	0.04623547076
730	0.04609116793
731	0.0458589109
732	0.04582862588
733	0.04569452559
734	0.04539763889
735	0.0450417564
736	0.04502663172
737	0.04493132449
738	0.04456810475
739	0.04442635929
740	0.04420014806
741	0.04376124579
742	0.04345749345
743	0.04317162062
744	0.04293393655
745	0.04277360015
746	0.04249039246
747	0.04195850976
748	0.04183657103
749	0.04163491954
750	0.04151578506
751	0.04141598012
752	0.04110653534
753	0.04076551394
754	0.04059749249
755	0.04034856258
756	0.03997898741
757	0.03973017349
758	0.03944989857
759	0.03923423509
760	0.03892794793
761	0.03890190005
762	0.03875270044
763	0.03862521839
764	0.03855017249
765	0.03840205069
766	0.03837840661
767	0.03831509059
768	0.03819187535
769	0.03804581018
770	0.03755490021
771	0.03735168922
772	0.03716410029
773	0.03694560392
774	0.03691791807
775	0.03663296235
776	0.03641498577
777	0.03604097091
778	0.03602401084
779	0.0356298835
780	0.03542159704
781	0.03523700061
782	0.03505539323
783	0.03495406637
784	0.03491374524
785	0.03466233458
786	0.03449553269
787	0.03434424093
788	0.03420750257
789	0.03398039391
790	0.03365526003
791	0.03361457672
792	0.033484676
793	0.03321389827
794	0.03312253713
795	0.03294825045
796	0.03277035119
797	0.03252274243
798	0.03248193279
799	0.03245939928
800	0.0322936281
801	0.03225987714
802	0.03212717823
803	0.03182619505
804	0.03158626283
805	0.03144154073
806	0.03136460121
807	0.03121290328
808	0.03107335251
809	0.03093124665
810	0.0308324029
811	0.03069329769
812	0.03067928401
813	0.03053983429
814	0.03043643402
815	0.03038889015
816	0.03033538724
817	0.03014012896
818	0.03003382292
819	0.02993711221
820	0.029687592
821	0.02957640863
822	0.02945288292
823	0.02924272705
824	0.02914346199
825	0.02912685653
826	0.02905743051
827	0.0287846114
828	0.02877048582
829	0.02850185987
830	0.02841027697
831	0.02832254426
832	0.02824102173
833	0.02805621285
834	0.02792050327
835	0.02790024579
836	0.02786838716
837	0.02769867168
838	0.02769274262
839	0.02758584161
840	0.02751389841
841	0.02732894937
842	0.02710740893
843	0.02704070797
844	0.02695675012
845	0.02678441407
846	0.02660871158
847	0.02644563009
848	0.02626908918
849	0.02611531245
850	0.02604484833
851	0.0258390475
852	0.02572702083
853	0.02563287167
854	0.02541313076
855	0.02532212923
856	0.02525369657
857	0.02510542271
858	0.0249674971
859	0.02470585571
860	0.02457931766
861	0.02447405449
862	0.02433388173
863	0.02428425049
864	0.02414400712
865	0.02411977398
866	0.02407098808
867	0.02392088053
868	0.02390361728
869	0.02366995972
870	0.02349991862
871	0.02348249078
872	0.02330017694
873	0.02311133743
874	0.02291119268
875	0.02280026228
876	0.02273498995
877	0.02266724221
878	0.02263068301
879	0.02256898887
880	0.02231932875
881	0.02229893688
882	0.02218693536
883	0.02210266964
884	0.02196116719
885	0.02192233553
886	0.02191425802
887	0.02188342171
888	0.02182417829
889	0.0217782721
890	0.02162684827
891	0.02157163282
892	0.02152602834
893	0.02146607451
894	0.02125361038
895	0.02123330719
896	0.0210549152
897	0.02104595247
898	0.02094992547
899	0.0209362835
900	0.02088915361
901	0.02075606149
902	0.02064577939
903	0.02063742937
904	0.02040130426
905	0.02015807466
906	0.01996568695
907	0.01994885986
908	0.01991940753
909	0.01988505706
910	0.01977883164
911	0.01976940013
912	0.01976034582
913	0.01954368416
914	0.01940065745
915	0.01921429803
916	0.0191404639
917	0.01907664988
918	0.01906561479
919	0.01890325988
920	0.01888090394
921	0.0187750939
922	0.01866548436
923	0.01857786684
924	0.01853850253
925	0.01845234493
926	0.01834664213
927	0.01822047945
928	0.01819285983
929	0.01810978355
930	0.01810573385
931	0.01809137135
932	0.01802290639
933	0.0179776238
934	0.0178787766
935	0.01781276757
936	0.01774928205
937	0.01765242512
938	0.01758758688
939	0.01754258314
940	0.01744929252
941	0.01740146661
942	0.0172027676
943	0.01715155533
944	0.01708401472
945	0.01700011321
946	0.01693587333
947	0.01679143444
948	0.01678414909
949	0.01678089949
950	0.01671773197
951	0.01652089605
952	0.01646901486
953	0.01634250735
954	0.01624665252
955	0.01619664558
956	0.01612775715
957	0.01604646273
958	0.01604064685
959	0.0158419673
960	0.01578010065
961	0.01567771683
962	0.01567336438
963	0.01547983667
964	0.01538482786
965	0.01517585757
966	0.01508808905
967	0.01502376248
968	0.01498050864
969	0.01495900986
970	0.0147979801
971	0.0146738042
972	0.01462524405
973	0.01454868463
974	0.0144691182
975	0.01434755282
976	0.01433166028
977	0.01426361846
978	0.01418222912
979	0.01409062764
980	0.01408337762
981	0.01400581383
982	0.01397548691
983	0.01396824643
984	0.01392902983
985	0.01385445718
986	0.01380553751
987	0.01366705653
988	0.01363866133
989	0.01355086246
990	0.01347301516
991	0.01340353801
992	0.01339831437
993	0.01339355963
994	0.01332074992
995	0.01325435934
996	0.0132296352
997	0.01318862999
998	0.01316400461
999	0.01311558626
